,tournament_id,tournament_name,tournament_level,tournament_date,surface,draw_size
112633,WTA_2006-W-T4-AUS-02A-2006,Hobart,T4,2006-01-09,Hard,32
149314,WTA_2020-1050,Hobart,I,2020-01-13,Hard,32
155797,WTA_2023-1050,Hobart,I,2023-01-09,Hard,32
124482,WTA_2011-W-INT-AUS-02A-2011,Hobart,I,2011-01-10,Hard,32
157987,WTA_2023-1074,Hong Kong,I,2023-10-09,Hard,32
135854,WTA_2015-W-INT-HKG-01A-2015,Hong Kong,I,2015-10-12,Hard,32
144539,WTA_2018-1074,Hong Kong,I,2018-10-08,Hard,32
133201,WTA_2014-W-INT-HKG-01A-2014,Hong Kong,I,2014-09-08,Hard,32
138925,WTA_2016-1074,Hong Kong,I,2016-10-10,Hard,32
141739,WTA_2017-1074,Hong Kong,I,2017-10-09,Hard,32
160942,WTA_2024-1074,Hong Kong,I,2024-10-28,Hard,32
158761,WTA_2024-1096,Hua Hin,I,2024-01-29,Hard,32
149472,WTA_2020-1096,Hua Hin,I,2020-02-10,Hard,32
147611,WTA_2019-1096,Hua Hin,I,2019-01-28,Hard,32
155955,WTA_2023-1096,Hua Hin,I,2023-01-30,Hard,32
160618,WTA_2024-1121,Hua Hin 2,I,2024-09-16,Hard,32
104244,WTA_2003-W-T4-IND-01A-2003,Hyderabad,T4,2003-02-03,Hard,32
107004,WTA_2004-W-T4-IND-01A-2004,Hyderabad,T4,2004-02-16,Hard,32
109815,WTA_2005-W-T4-IND-01A-2005,Hyderabad,T4,2005-02-07,Hard,32
160113,WTA_2024-2063,Iasi,I,2024-07-22,Clay,32
99863,WTA_2002-W-T1-USA-01A-2002,Indian Wells,T1,2002-03-06,Hard,96
152751,WTA_2021-609,Indian Wells,P,2021-10-06,Hard,128
131122,WTA_2013-W-PM-USA-01A-2013,Indian Wells,PM,2013-03-04,Hard,96
93889,WTA_2000-W-T1-USA-01A-2000,Indian Wells,T1,2000-03-10,Hard,80
145576,WTA_2018-M006,Indian Wells,PM,2018-03-05,Hard,128
142807,WTA_2017-M006,Indian Wells,PM,2017-03-06,Hard,128
105753,WTA_2004-W-T1-USA-01A-2004,Indian Wells,T1,2004-03-10,Hard,96
111298,WTA_2006-W-T1-USA-01A-2006,Indian Wells,T1,2006-03-06,Hard,96
96764,WTA_2001-W-T1-USA-01A-2001,Indian Wells,T1,2001-03-08,Hard,96
156250,WTA_2023-609,Indian Wells,PM,2023-03-06,Hard,96
102959,WTA_2003-W-T1-USA-01A-2003,Indian Wells,T1,2003-03-05,Hard,96
125558,WTA_2011-W-PM-USA-01A-2011,Indian Wells,PM,2011-03-07,Hard,96
119980,WTA_2009-W-PM-USA-01A-2009,Indian Wells,PM,2009-03-09,Hard,96
108453,WTA_2005-W-T1-USA-01A-2005,Indian Wells,T1,2005-03-09,Hard,96
114107,WTA_2007-W-T1-USA-01A-2007,Indian Wells,T1,2007-03-05,Hard,96
133881,WTA_2014-W-PM-USA-01A-2014,Indian Wells,PM,2014-03-03,Hard,96
128413,WTA_2012-W-PM-USA-01A-2012,Indian Wells,PM,2012-03-05,Hard,96
148359,WTA_2019-M006,Indian Wells,PM,2019-03-04,Hard,128
116982,WTA_2008-W-T1-USA-01A-2008,Indian Wells,T1,2008-03-10,Hard,96
122801,WTA_2010-W-PM-USA-01A-2010,Indian Wells,PM,2010-03-08,Hard,96
139900,WTA_2016-M006,Indian Wells,P,2016-03-07,Hard,128
159045,WTA_2024-609,Indian Wells,PM,2024-03-06,Hard,128
137017,WTA_2015-W-PM-USA-01A-2015,Indian Wells,PM,2015-03-09,Hard,96
153555,WTA_2022-609,Indian Wells,P,2022-03-07,Hard,96
122559,WTA_2010-W-INT-TUR-01A-2010,Istanbul,I,2010-07-26,Hard,32
112511,WTA_2006-W-T3-TUR-01A-2006,Istanbul,T3,2006-05-22,Clay,30
146995,WTA_2019-1027,Istanbul,I,2019-04-22,Clay,32
144268,WTA_2018-1027,Istanbul,I,2018-04-23,Clay,32
149982,WTA_2020-2020,Istanbul,I,2020-09-07,Clay,32
118111,WTA_2008-W-T3-TUR-01A-2008,Istanbul,T3,2008-05-19,Clay,30
133666,WTA_2014-W-INT-TUR-01A-2014,Istanbul,I,2014-07-14,Hard,32
141406,WTA_2017-1027,Istanbul,I,2017-04-24,Clay,32
115320,WTA_2007-W-T3-TUR-01A-2007,Istanbul,T3,2007-05-21,Clay,30
136288,WTA_2015-W-INT-TUR-01A-2015,Istanbul,I,2015-07-20,Hard,32
109662,WTA_2005-W-T3-TUR-01A-2005,Istanbul,T3,2005-05-16,Clay,30
151286,WTA_2021-2020,Istanbul,I,2021-04-19,Clay,32
138530,WTA_2016-1027,Istanbul,I,2016-04-18,Clay,32
153831,WTA_2022-2020,Istanbul,I,2022-04-18,Clay,32
119738,WTA_2009-W-INT-TUR-01A-2009,Istanbul,I,2009-07-27,Hard,32
117989,WTA_2008-W-T3-JPN-01A-2008,Japan Open,T3,2008-09-29,Hard,32
104010,WTA_2003-W-T3-JPN-01A-2003,Japan Open,T3,2003-09-29,Hard,30
109540,WTA_2005-W-T3-JPN-01A-2005,Japan Open,T3,2005-10-03,Hard,32
100922,WTA_2002-W-T3-JPN-01A-2002,Japan Open,T3,2002-09-30,Hard,30
112389,WTA_2006-W-T3-JPN-01A-2006,Japan Open,T3,2006-10-02,Hard,32
94806,WTA_2000-W-T3-JPN-01A-2000,Japan Open,T3,2000-10-09,Hard,30
106801,WTA_2004-W-T3-JPN-01A-2004,Japan Open,T3,2004-10-04,Hard,30
97844,WTA_2001-W-T3-JPN-01A-2001,Japan Open,T3,2001-10-01,Hard,30
115198,WTA_2007-W-T3-JPN-01A-2007,Japan Open,T3,2007-10-01,Hard,32
137941,WTA_2016-0405,Japan Open Tokyo,I,2016-09-12,Hard,32
160973,WTA_2024-1077,Jiujiang,I,2024-10-28,Hard,32
147704,WTA_2019-2006,Jurmala,I,2019-07-22,Clay,32
139208,WTA_2016-1087,Kaohsiung,I,2016-02-08,Hard,32
130783,WTA_2013-W-INT-POL-01A-2013,Katowice,I,2013-04-08,Clay,32
133511,WTA_2014-W-INT-POL-01A-2014,Katowice,I,2014-04-07,Hard,32
138863,WTA_2016-1067,Katowice,I,2016-04-04,Hard,32
136164,WTA_2015-W-INT-POL-01A-2015,Katowice,I,2015-04-06,Hard,32
94606,WTA_2000-W-T3-AUT-01A-2000,Klagenfurt,T3,2000-07-10,Clay,30
95197,WTA_2000-W-T4B-BEL-01A-2000,Knokke-Heist,T4,2000-07-17,Clay,32
98047,WTA_2001-W-T4-BEL-01A-2001,Knokke-Heist,T4,2001-07-16,Clay,32
112358,WTA_2006-W-T3-IND-02A-2006,Kolkata,T3,2006-09-18,Hard,32
109509,WTA_2005-W-T3-IND-01A-2005,Kolkata,T3,2005-09-19,Hard,32
115167,WTA_2007-W-T3-IND-02A-2007,Kolkata,T3,2007-09-17,Hard,32
130628,WTA_2013-W-INT-MAS-01A-2013,Kuala Lumpur,I,2013-02-25,Hard,32
122280,WTA_2010-W-INT-MAS-01A-2010,Kuala Lumpur,I,2010-02-22,Hard,32
141468,WTA_2017-1041,Kuala Lumpur,I,2017-02-27,Hard,32
125064,WTA_2011-W-INT-MAS-01A-2011,Kuala Lumpur,I,2011-02-28,Hard,32
136009,WTA_2015-W-INT-MAS-01A-2015,Kuala Lumpur,I,2015-03-02,Hard,32
94864,WTA_2000-W-T3-MAS-01A-2000,Kuala Lumpur,T3,2000-11-04,Hard,30
127855,WTA_2012-W-INT-MAS-01A-2012,Kuala Lumpur,I,2012-02-27,Hard,32
133356,WTA_2014-W-INT-MAS-01A-2014,Kuala Lumpur,I,2014-04-14,Hard,32
138592,WTA_2016-1041,Kuala Lumpur,I,2016-02-29,Hard,32
154556,WTA_2022-1094,Lausanne,I,2022-07-11,Clay,32
152034,WTA_2021-1094,Lausanne,I,2021-07-12,Clay,32
147580,WTA_2019-1094,Lausanne,I,2019-07-15,Clay,32
157338,WTA_2023-1094,Lausanne,I,2023-07-24,Clay,32
100297,WTA_2002-W-T2-GER-02A-2002,Leipzig,T2,2002-09-23,Carpet,28
97198,WTA_2001-W-T2-GER-02A-2001,Leipzig,T2,2001-09-24,Carpet,28
103366,WTA_2003-W-T2-GER-01A-2003,Leipzig,T2,2003-09-22,Carpet,28
94307,WTA_2000-W-T2-GER-04A-2000,Leipzig,T2,2000-10-30,Carpet,28
149738,WTA_2020-2022,Lexington,I,2020-08-10,Hard,32
147266,WTA_2019-1072,Limoges,I,2019-12-16,Hard,32
138003,WTA_2016-0528,Linz,I,2016-10-10,Hard,32
146575,WTA_2019-0528,Linz,I,2019-10-07,Hard,32
108780,WTA_2005-W-T2-AUT-01A-2005,Linz,T2,2005-10-24,Hard,28
97036,WTA_2001-W-T2-AUT-01A-2001,Linz,T2,2001-10-22,Hard,28
150249,WTA_2020-0528,Linz,I,2020-11-09,Hard,32
124544,WTA_2011-W-INT-AUT-02A-2011,Linz,I,2011-10-10,Hard,32
117254,WTA_2008-W-T2-AUT-01A-2008,Linz,T2,2008-10-20,Hard,28
158792,WTA_2024-528,Linz,P,2024-01-29,Hard,32
103231,WTA_2003-W-T2-AUT-01A-2003,Linz,T2,2003-10-20,Hard,28
143788,WTA_2018-0528,Linz,I,2018-10-08,Hard,32
152966,WTA_2021-528,Linz,I,2021-11-08,Hard,32
135451,WTA_2015-W-INT-AUT-02A-2015,Linz,I,2015-10-12,Hard,32
119001,WTA_2009-W-INT-AUT-02A-2009,Linz,I,2009-10-12,Hard,32
94145,WTA_2000-W-T2-AUT-01A-2000,Linz,T2,2000-10-14,Carpet,28
156044,WTA_2023-528,Linz,I,2023-02-06,Hard,32
140926,WTA_2017-0528,Linz,I,2017-10-09,Hard,32
121760,WTA_2010-W-INT-AUT-02A-2010,Linz,I,2010-10-11,Hard,32
106080,WTA_2004-W-T2-AUT-01A-2004,Linz,T2,2004-10-25,Hard,28
130109,WTA_2013-W-INT-AUT-02A-2013,Linz,I,2013-10-07,Hard,32
127366,WTA_2012-W-INT-AUT-02A-2012,Linz,I,2012-10-08,Hard,32
132860,WTA_2014-W-INT-AUT-02A-2014,Linz,I,2014-10-06,Hard,32
114434,WTA_2007-W-T2-AUT-01A-2007,Linz,T2,2007-10-22,Hard,28
100135,WTA_2002-W-T2-AUT-01A-2002,Linz,T2,2002-10-21,Hard,28
111625,WTA_2006-W-T2-AUT-01A-2006,Linz,T2,2006-10-23,Hard,28
117579,WTA_2008-W-T2-USA-03A-2008,Los Angeles,T2,2008-07-21,Hard,56
94496,WTA_2000-W-T2-USA-05A-2000,Los Angeles,T2,2000-08-07,Hard,28
97454,WTA_2001-W-T2-USA-05A-2001,Los Angeles,T2,2001-08-06,Hard,48
109132,WTA_2005-W-T2-USA-03A-2005,Los Angeles,T2,2005-08-08,Hard,56
120662,WTA_2009-W-PR-USA-03A-2009,Los Angeles,P,2009-08-03,Hard,56
114786,WTA_2007-W-T2-USA-03A-2007,Los Angeles,T2,2007-08-06,Hard,56
106405,WTA_2004-W-T2-USA-03A-2004,Los Angeles,T2,2004-07-19,Hard,56
111977,WTA_2006-W-T2-USA-03A-2006,Los Angeles,T2,2006-08-07,Hard,56
100561,WTA_2002-W-T2-USA-05A-2002,Los Angeles,T2,2002-08-04,Hard,48
103622,WTA_2003-W-T2-USA-05A-2003,Los Angeles,T2,2003-08-04,Hard,48
144946,WTA_2018-1101,Lugano,I,2018-04-09,Clay,32
147673,WTA_2019-1101,Lugano,I,2019-04-08,Clay,32
122218,WTA_2010-W-INT-LUX-01A-2010,Luxembourg,I,2010-10-18,Hard,32
146451,WTA_2019-0300,Luxembourg,I,2019-10-14,Hard,32
152578,WTA_2021-300,Luxembourg,I,2021-09-13,Hard,32
118020,WTA_2008-W-T3-LUX-01A-2008,Luxembourg,T3,2008-10-20,Hard,32
133294,WTA_2014-W-INT-LUX-01A-2014,Luxembourg,I,2014-10-13,Hard,32
125002,WTA_2011-W-INT-LUX-01A-2011,Luxembourg,I,2011-10-17,Hard,32
114596,WTA_2007-W-T2-LUX-01A-2007,Luxembourg,T2,2007-09-24,Hard,28
137910,WTA_2016-0300,Luxembourg,I,2016-10-17,Hard,32
94835,WTA_2000-W-T3-LUX-01A-2000,Luxembourg,T3,2000-09-23,Carpet,30
135947,WTA_2015-W-INT-LUX-01A-2015,Luxembourg,I,2015-10-19,Hard,32
104039,WTA_2003-W-T3-LUX-01A-2003,Luxembourg,T3,2003-10-20,Hard,30
127793,WTA_2012-W-INT-LUX-01A-2012,Luxembourg,I,2012-10-15,Hard,32
140833,WTA_2017-0300,Luxembourg,I,2017-10-16,Hard,32
97873,WTA_2001-W-T3-LUX-01A-2001,Luxembourg,T3,2001-10-22,Hard,30
119428,WTA_2009-W-INT-LUX-01A-2009,Luxembourg,I,2009-10-19,Hard,32
108942,WTA_2005-W-T2-LUX-01A-2005,Luxembourg,T2,2005-09-26,Hard,28
106830,WTA_2004-W-T3-LUX-01A-2004,Luxembourg,T3,2004-10-25,Hard,30
100951,WTA_2002-W-T3-LUX-01A-2002,Luxembourg,T3,2002-10-21,Hard,30
143695,WTA_2018-0300,Luxembourg,I,2018-10-15,Hard,32
111787,WTA_2006-W-T2-LUX-01A-2006,Luxembourg,T2,2006-09-25,Hard,28
130566,WTA_2013-W-INT-LUX-01A-2013,Luxembourg,I,2013-10-14,Hard,32
149645,WTA_2020-2011,Lyon,I,2020-03-02,Hard,32
150899,WTA_2021-2011,Lyon,I,2021-03-01,Hard,32
153493,WTA_2022-2011,Lyon,I,2022-02-28,Hard,32
155986,WTA_2023-2011,Lyon,I,2023-01-30,Hard,32
153889,WTA_2022-1038,Madrid,P,2022-04-28,Clay,64
148805,WTA_2019-M021,Madrid,PM,2019-05-06,Clay,64
94693,WTA_2000-W-T3-ESP-01A-2000,Madrid,T3,2000-05-22,Clay,30
156553,WTA_2023-1038,Madrid,PM,2023-04-24,Clay,96
125495,WTA_2011-W-PM-ESP-01A-2011,Madrid,PM,2011-05-02,Clay,64
119921,WTA_2009-W-PM-ESP-01A-2009,Madrid,PM,2009-05-11,Clay,60
100780,WTA_2002-W-T3-ESP-01A-2002,Madrid,T3,2002-05-20,Clay,30
133818,WTA_2014-W-PM-ESP-01A-2014,Madrid,PM,2014-05-05,Clay,64
159371,WTA_2024-1038,Madrid,PM,2024-04-22,Clay,128
146015,WTA_2018-M021,Madrid,PM,2018-05-07,Clay,64
103868,WTA_2003-W-T3-ESP-01A-2003,Madrid,T3,2003-05-19,Clay,30
136954,WTA_2015-W-PM-ESP-01A-2015,Madrid,PM,2015-05-04,Clay,64
97702,WTA_2001-W-T3-ESP-01A-2001,Madrid,T3,2001-05-21,Clay,30
131059,WTA_2013-W-PM-ESP-01A-2013,Madrid,PM,2013-05-06,Clay,64
140291,WTA_2016-M021,Madrid,P,2016-05-02,Clay,64
151344,WTA_2021-1038,Madrid,P,2021-04-29,Clay,64
143246,WTA_2017-M021,Madrid,PM,2017-05-08,Clay,64
122742,WTA_2010-W-PM-ESP-01A-2010,Madrid,PM,2010-05-10,Clay,60
128350,WTA_2012-W-PM-ESP-01A-2012,Madrid,PM,2012-05-07,Clay,64
139270,WTA_2016-1091,Mallorca,I,2016-06-13,Grass,32
147549,WTA_2019-1091,Mallorca,I,2019-06-17,Grass,32
144822,WTA_2018-1091,Mallorca,I,2018-06-18,Grass,32
121946,WTA_2010-W-INT-ESP-01A-2010,Marbella,I,2010-04-05,Clay,32
124730,WTA_2011-W-INT-ESP-01A-2011,Marbella,I,2011-04-04,Clay,32
119156,WTA_2009-W-INT-ESP-01A-2009,Marbella,I,2009-04-06,Clay,32
133325,WTA_2014-W-INT-MAR-01A-2014,Marrakech,I,2014-04-21,Clay,32
135978,WTA_2015-W-INT-MAR-01A-2015,Marrakech,I,2015-04-27,Clay,32
130597,WTA_2013-W-INT-MAR-01A-2013,Marrakech,I,2013-04-22,Clay,32
153096,WTA_2022-2058,Melbourne 1,I,2022-01-03,Hard,32
153127,WTA_2022-2059,Melbourne 2,I,2022-01-03,Hard,32
112540,WTA_2006-W-T3-USA-01A-2006,Memphis,T3,2006-02-20,Hard,32
130907,WTA_2013-W-INT-USA-01A-2013,Memphis,I,2013-02-18,Hard,32
106946,WTA_2004-W-T3-USA-01A-2004,Memphis,T3,2004-02-16,Hard,30
122590,WTA_2010-W-INT-USA-01A-2010,Memphis,I,2010-02-15,Hard,32
115349,WTA_2007-W-T3-USA-01A-2007,Memphis,T3,2007-02-19,Hard,32
125312,WTA_2011-W-INT-USA-01A-2011,Memphis,I,2011-02-14,Hard,32
109691,WTA_2005-W-T3-USA-01A-2005,Memphis,T3,2005-02-14,Hard,32
101127,WTA_2002-W-T3-USA-01A-2002,Memphis,T3,2002-02-17,Hard,30
128103,WTA_2012-W-INT-USA-01A-2012,Memphis,I,2012-02-20,Hard,32
118140,WTA_2008-W-T3-USA-01A-2008,Memphis,T3,2008-02-25,Hard,32
119769,WTA_2009-W-INT-USA-01A-2009,Memphis,I,2009-02-16,Hard,32
104184,WTA_2003-W-T3-USA-01A-2003,Memphis,T3,2003-02-17,Hard,30
156157,WTA_2023-2085,Merida,I,2023-02-20,Hard,32
161004,WTA_2024-2085,Merida,I,2024-10-28,Hard,32
102097,WTA_2003-W-C40-MEX-01A-2003a,Mexico Circuit 1 40K,CC,2003-03-03,Hard,32
99001,WTA_2002-W-C40-MEX-01A-2002a,Mexico Circuit 1 40K,CC,2002-01-28,Hard,32
95902,WTA_2001-W-C40-MEX-01A-2001a,Mexico Circuit 1 40K,CC,2001-03-05,Hard,32
102128,WTA_2003-W-C40-MEX-01A-2003b,Mexico Circuit 2 40K,CC,2003-03-03,Hard,16
99032,WTA_2002-W-C40-MEX-01A-2002b,Mexico Circuit 2 40K,CC,2002-01-28,Hard,16
95933,WTA_2001-W-C40-MEX-01A-2001b,Mexico Circuit 2 40K,CC,2001-03-05,Hard,16
95948,WTA_2001-W-C40-MEX-01A-2001c,Mexico Circuit 3 40K,CC,2001-03-05,Hard,32
99047,WTA_2002-W-C40-MEX-01A-2002c,Mexico Circuit 3 40K,CC,2002-01-28,Hard,32
102143,WTA_2003-W-C40-MEX-01A-2003c,Mexico Circuit 3 40K,CC,2003-03-03,Hard,32
102174,WTA_2003-W-C40-MEX-01A-2003d,Mexico Circuit 4 40K,CC,2003-03-03,Hard,32
95979,WTA_2001-W-C40-MEX-01A-2001d,Mexico Circuit 4 40K,CC,2001-03-05,Hard,32
99078,WTA_2002-W-C40-MEX-01A-2002d,Mexico Circuit 4 40K,CC,2002-01-28,Hard,32
137112,WTA_2015-W-PM-USA-02A-2015,Miami,PM,2015-03-23,Hard,96
156345,WTA_2023-902,Miami,PM,2023-03-20,Hard,96
142902,WTA_2017-M007,Miami,PM,2017-03-20,Hard,128
125653,WTA_2011-W-PM-USA-02A-2011,Miami,PM,2011-03-21,Hard,96
145671,WTA_2018-M007,Miami,PM,2018-03-19,Hard,128
114202,WTA_2007-W-T1-USA-02A-2007,Miami,T1,2007-03-19,Hard,96
117077,WTA_2008-W-T1-USA-02A-2008,Miami,T1,2008-03-24,Hard,96
108548,WTA_2005-W-T1-USA-02A-2005,Miami,T1,2005-03-23,Hard,96
105848,WTA_2004-W-T1-USA-02A-2004,Miami,T1,2004-03-24,Hard,96
111393,WTA_2006-W-T1-USA-02A-2006,Miami,T1,2006-03-20,Hard,96
103054,WTA_2003-W-T1-USA-02A-2003,Miami,T1,2003-03-19,Hard,96
148454,WTA_2019-M007,Miami,PM,2019-03-18,Hard,128
128508,WTA_2012-W-PM-USA-02A-2012,Miami,PM,2012-03-19,Hard,96
120075,WTA_2009-W-PM-USA-02A-2009,Miami,PM,2009-03-23,Hard,96
96859,WTA_2001-W-T1-USA-02A-2001,Miami,T1,2001-03-21,Hard,96
151074,WTA_2021-902,Miami,P,2021-03-22,Hard,128
122896,WTA_2010-W-PM-USA-02A-2010,Miami,PM,2010-03-22,Hard,96
153650,WTA_2022-902,Miami,P,2022-03-21,Hard,96
93968,WTA_2000-W-T1-USA-02A-2000,Miami,T1,2000-03-20,Hard,96
159140,WTA_2024-902,Miami,PM,2024-03-18,Hard,128
139995,WTA_2016-M007,Miami,P,2016-03-21,Hard,128
99958,WTA_2002-W-T1-USA-02A-2002,Miami,T1,2002-03-18,Hard,96
133976,WTA_2014-W-PM-USA-02A-2014,Miami,PM,2014-03-17,Hard,96
131217,WTA_2013-W-PM-USA-02A-2013,Miami,PM,2013-03-18,Hard,96
109846,WTA_2005-W-T4-ITA-01A-2005,Modena,T4,2005-07-11,Clay,32
158107,WTA_2023-2072,Monastir,I,2023-10-16,Hard,32
160587,WTA_2024-2072,Monastir,I,2024-09-09,Hard,32
155250,WTA_2022-2072,Monastir,I,2022-10-03,Hard,32
160406,WTA_2024-1039,Monterrey,P,2024-08-19,Hard,32
138561,WTA_2016-1039,Monterrey,I,2016-02-29,Hard,32
133418,WTA_2014-W-INT-MEX-02A-2014,Monterrey,I,2014-03-31,Hard,32
130690,WTA_2013-W-INT-MEX-02A-2013,Monterrey,I,2013-04-01,Hard,32
125126,WTA_2011-W-INT-MEX-02A-2011,Monterrey,I,2011-02-28,Hard,32
153524,WTA_2022-1039,Monterrey,I,2022-02-28,Hard,32
144299,WTA_2018-1039,Monterrey,I,2018-04-02,Hard,32
127886,WTA_2012-W-INT-MEX-01A-2012,Monterrey,I,2012-02-20,Hard,32
156219,WTA_2023-1039,Monterrey,I,2023-02-27,Hard,32
136071,WTA_2015-W-INT-MEX-02A-2015,Monterrey,I,2015-03-02,Hard,32
147026,WTA_2019-1039,Monterrey,I,2019-04-01,Hard,32
122342,WTA_2010-W-INT-MEX-02A-2010,Monterrey,I,2010-03-01,Hard,32
151016,WTA_2021-1039,Monterrey,I,2021-03-15,Hard,32
141437,WTA_2017-1039,Monterrey,I,2017-04-03,Hard,32
149676,WTA_2020-1039,Monterrey,I,2020-03-02,Hard,32
119521,WTA_2009-W-INT-MEX-02A-2009,Monterrey,I,2009-03-02,Hard,32
116708,WTA_2008-W-T1-CAN-01A-2008,Montreal,T1,2008-07-28,Hard,56
123020,WTA_2010-W-PR-CAN-01A-2010,Montreal,P,2010-08-16,Hard,56
152279,WTA_2021-806,Montreal,P,2021-08-09,Hard,64
157458,WTA_2023-806,Montreal,P,2023-08-07,Hard,64
99617,WTA_2002-W-T1-CAN-01A-2002,Montreal,T1,2002-08-12,Hard,56
105507,WTA_2004-W-T1-CAN-01A-2004,Montreal,T1,2004-08-02,Hard,56
138250,WTA_2016-0806,Montreal,P,2016-07-25,Hard,64
143988,WTA_2018-0806,Montreal,P,2018-08-06,Hard,64
128692,WTA_2012-W-PR-CAN-01A-2012,Montreal,P,2012-08-06,Hard,48
111052,WTA_2006-W-T1-CAN-01A-2006,Montreal,T1,2006-08-14,Hard,56
134129,WTA_2014-W-PR-CAN-01A-2014,Montreal,P,2014-08-04,Hard,56
93643,WTA_2000-W-T1-CAN-01A-2000,Montreal,T1,2000-08-14,Hard,56
120490,WTA_2009-W-PR-RUS-01A-2009,Moscow,P,2009-10-19,Hard,32
134516,WTA_2014-W-PR-RUS-01A-2014,Moscow,P,2014-10-13,Hard,28
102905,WTA_2003-W-T1-RUS-01A-2003,Moscow,T1,2003-09-29,Carpet,28
128991,WTA_2012-W-PR-RUS-01A-2012,Moscow,P,2012-10-15,Hard,28
148635,WTA_2019-M014,Moscow,I,2019-10-14,Hard,32
105699,WTA_2004-W-T1-RUS-01A-2004,Moscow,T1,2004-10-11,Carpet,28
144977,WTA_2018-1105,Moscow,I,2018-07-23,Clay,32
131704,WTA_2013-W-PR-RUS-01A-2013,Moscow,P,2013-10-14,Hard,28
136757,WTA_2015-W-P700-RUS-01A-2015,Moscow,P,2015-10-19,Hard,28
152846,WTA_2021-730,Moscow,P,2021-10-18,Hard,32
140176,WTA_2016-M014,Moscow,P,2016-10-17,Hard,32
114053,WTA_2007-W-T1-RUS-01A-2007,Moscow,T1,2007-10-08,Hard,28
145852,WTA_2018-M014,Moscow,P,2018-10-15,Hard,32
126085,WTA_2011-W-PR-RUS-01A-2011,Moscow,P,2011-10-17,Hard,28
96710,WTA_2001-W-T1-RUS-01A-2001,Moscow,T1,2001-10-01,Carpet,28
116955,WTA_2008-W-T1-RUS-01A-2008,Moscow,T1,2008-10-06,Hard,28
111244,WTA_2006-W-T1-RUS-01A-2006,Moscow,T1,2006-10-09,Carpet,28
99809,WTA_2002-W-T1-RUS-01A-2002,Moscow,T1,2002-09-30,Carpet,28
108399,WTA_2005-W-T1-RUS-01A-2005,Moscow,T1,2005-10-10,Carpet,28
143083,WTA_2017-M014,Moscow,I,2017-10-16,Hard,32
123303,WTA_2010-W-PR-RUS-01A-2010,Moscow,P,2010-10-18,Hard,30
93835,WTA_2000-W-T1-RUS-01A-2000,Moscow,T1,2000-10-21,Carpet,28
158138,WTA_2023-1077,Nanchang,I,2023-10-16,Hard,32
139042,WTA_2016-1077,Nanchang,I,2016-08-01,Hard,32
141856,WTA_2017-1077,Nanchang,I,2017-07-24,Hard,32
147383,WTA_2019-1077,Nanchang,I,2019-09-09,Hard,32
144656,WTA_2018-1077,Nanchang,I,2018-07-23,Hard,32
97501,WTA_2001-W-T2-USA-06A-2001,New Haven,T2,2001-08-19,Hard,28
136839,WTA_2015-W-P700-USA-02A-2015,New Haven,P,2015-08-24,Hard,30
106460,WTA_2004-W-T2-USA-04A-2004,New Haven,T2,2004-08-23,Hard,28
131922,WTA_2013-W-PR-USA-05A-2013,New Haven,P,2013-08-19,Hard,30
138034,WTA_2016-0602,New Haven,P,2016-08-22,Hard,32
134707,WTA_2014-W-PR-USA-04A-2014,New Haven,P,2014-08-18,Hard,30
120772,WTA_2009-W-PR-USA-05A-2009,New Haven,P,2009-08-24,Hard,32
129208,WTA_2012-W-PR-USA-05A-2012,New Haven,P,2012-08-20,Hard,30
103669,WTA_2003-W-T2-USA-06A-2003,New Haven,T2,2003-08-18,Hard,28
100608,WTA_2002-W-T2-USA-06A-2002,New Haven,T2,2002-08-19,Hard,28
123555,WTA_2010-W-PR-USA-05A-2010,New Haven,P,2010-08-23,Hard,30
143819,WTA_2018-0602,New Haven,P,2018-08-20,Hard,32
140957,WTA_2017-0602,New Haven,P,2017-08-21,Hard,32
94523,WTA_2000-W-T2-USA-06A-2000,New Haven,T2,2000-08-21,Hard,28
112032,WTA_2006-W-T2-USA-04A-2006,New Haven,T2,2006-08-21,Hard,28
114841,WTA_2007-W-T2-USA-04A-2007,New Haven,T2,2007-08-20,Hard,28
126359,WTA_2011-W-PR-USA-05A-2011,New Haven,P,2011-08-22,Hard,30
109187,WTA_2005-W-T2-USA-04A-2005,New Haven,T2,2005-08-22,Hard,28
117634,WTA_2008-W-T2-USA-04A-2008,New Haven,T2,2008-08-18,Hard,28
147762,WTA_2019-2010,New York,I,2019-08-19,Hard,32
97117,WTA_2001-W-T2-FRA-02A-2001,Nice,T2,2001-02-12,Carpet,28
160826,WTA_2024-2092,Ningbo,P,2024-10-14,Hard,32
157870,WTA_2023-2092,Ningbo,I,2023-09-25,Hard,32
135792,WTA_2015-W-INT-GBR-01A-2015,Nottingham,I,2015-06-08,Grass,32
141918,WTA_2017-1080,Nottingham,I,2017-06-12,Grass,32
159777,WTA_2024-1080,Nottingham,I,2024-06-10,Grass,32
144718,WTA_2018-1080,Nottingham,I,2018-06-11,Grass,32
139104,WTA_2016-1080,Nottingham,I,2016-06-06,Grass,32
151682,WTA_2021-1080,Nottingham,I,2021-06-07,Grass,64
147445,WTA_2019-1080,Nottingham,I,2019-06-10,Grass,32
156932,WTA_2023-1080,Nottingham,I,2023-06-12,Grass,32
154196,WTA_2022-1080,Nottingham,I,2022-06-06,Grass,32
152720,WTA_2021-2053,Nur-Sultan,I,2021-09-27,Hard,32
