,ranking_date,rank,player,points
90991,2024-12-30,813,209985,27
90992,2024-12-30,814,200455,27
90993,2024-12-30,815,212051,27
90994,2024-12-30,816,210705,27
90995,2024-12-30,817,207404,27
90996,2024-12-30,818,132999,27
90997,2024-12-30,819,208063,27
90998,2024-12-30,820,210455,27
90999,2024-12-30,821,209060,26
91000,2024-12-30,822,209354,26
91001,2024-12-30,823,126283,26
91002,2024-12-30,824,211767,26
91003,2024-12-30,825,209203,26
91004,2024-12-30,826,133014,26
91005,2024-12-30,827,208186,26
91006,2024-12-30,828,210054,26
91007,2024-12-30,829,213003,25
91008,2024-12-30,830,211638,25
91009,2024-12-30,831,210221,25
91010,2024-12-30,832,210744,25
91011,2024-12-30,833,207934,25
91012,2024-12-30,834,210091,25
91013,2024-12-30,835,208051,25
91014,2024-12-30,836,206746,25
91015,2024-12-30,837,200024,25
91016,2024-12-30,838,212077,25
91017,2024-12-30,839,200263,25
91018,2024-12-30,840,208806,25
91019,2024-12-30,841,211542,25
42146,2024-07-01,841,104655,24
91020,2024-12-30,842,109734,24
91021,2024-12-30,843,106228,24
91022,2024-12-30,844,212221,24
91023,2024-12-30,845,211409,24
91024,2024-12-30,846,208411,24
91025,2024-12-30,847,212306,24
91026,2024-12-30,848,133224,24
91027,2024-12-30,849,210155,24
91028,2024-12-30,850,122294,24
91029,2024-12-30,851,211676,24
91030,2024-12-30,852,210294,23
91031,2024-12-30,853,210545,23
91032,2024-12-30,854,110748,23
91033,2024-12-30,855,132374,23
91034,2024-12-30,856,211322,23
91035,2024-12-30,857,209399,23
91036,2024-12-30,858,111568,23
91037,2024-12-30,859,126337,22
91038,2024-12-30,860,106352,22
91039,2024-12-30,861,202081,22
91040,2024-12-30,862,200681,22
91041,2024-12-30,863,210569,22
91042,2024-12-30,864,210652,22
91043,2024-12-30,865,202290,21
91044,2024-12-30,866,208467,21
91045,2024-12-30,867,212219,21
91046,2024-12-30,868,207200,21
91047,2024-12-30,869,105747,21
91048,2024-12-30,870,209043,21
870,2024-01-01,871,126646,20
91049,2024-12-30,871,207463,21
91050,2024-12-30,872,210670,21
91051,2024-12-30,873,211758,21
91052,2024-12-30,874,132837,21
91053,2024-12-30,875,123768,21
91054,2024-12-30,876,209971,21
91055,2024-12-30,877,208250,21
91056,2024-12-30,878,210143,20
91057,2024-12-30,879,138821,20
91058,2024-12-30,880,211617,20
91059,2024-12-30,881,134120,20
91060,2024-12-30,882,208874,20
91061,2024-12-30,883,210110,20
91062,2024-12-30,884,200125,20
91063,2024-12-30,885,210408,20
91064,2024-12-30,886,207277,20
91065,2024-12-30,887,106132,20
91066,2024-12-30,888,144932,20
91067,2024-12-30,889,208277,20
91068,2024-12-30,890,202334,20
91069,2024-12-30,891,121264,20
91070,2024-12-30,892,210252,20
5005,2024-01-15,893,105208,18
91071,2024-12-30,893,200441,20
46385,2024-07-22,893,104269,20
91072,2024-12-30,894,210048,19
91073,2024-12-30,895,144681,19
91074,2024-12-30,896,212588,19
91075,2024-12-30,897,144682,19
91076,2024-12-30,898,207601,19
91077,2024-12-30,899,213149,19
91078,2024-12-30,900,207592,19
91079,2024-12-30,901,207793,19
91080,2024-12-30,902,210687,19
91081,2024-12-30,903,210295,19
91082,2024-12-30,904,209937,19
91083,2024-12-30,905,111579,19
91084,2024-12-30,906,125848,19
91085,2024-12-30,907,134384,19
91086,2024-12-30,908,210557,19
91087,2024-12-30,909,211391,19
91088,2024-12-30,910,207412,19
91089,2024-12-30,911,211707,19
91090,2024-12-30,912,202192,19
91091,2024-12-30,913,208152,19
91092,2024-12-30,914,209233,19
91093,2024-12-30,915,209917,18
91094,2024-12-30,916,104729,18
91095,2024-12-30,917,211566,18
91096,2024-12-30,918,208925,18
91097,2024-12-30,919,211411,18
91098,2024-12-30,920,126335,18
91099,2024-12-30,921,209986,18
91100,2024-12-30,922,210526,18
91102,2024-12-30,923,210098,18
91101,2024-12-30,923,210163,18
91103,2024-12-30,925,210063,18
91105,2024-12-30,926,210312,18
91104,2024-12-30,926,207831,18
91106,2024-12-30,928,132017,18
91107,2024-12-30,929,207340,18
91108,2024-12-30,930,211530,18
91109,2024-12-30,931,211627,18
91110,2024-12-30,932,210684,18
91111,2024-12-30,933,202366,17
91112,2024-12-30,934,210188,17
91113,2024-12-30,935,212251,17
91114,2024-12-30,936,120922,17
91115,2024-12-30,937,209510,17
91116,2024-12-30,938,209972,17
67642,2024-10-14,939,105643,16
91117,2024-12-30,939,209246,17
91118,2024-12-30,940,200665,17
91119,2024-12-30,941,200176,17
91120,2024-12-30,942,210254,17
91121,2024-12-30,943,202190,17
91122,2024-12-30,944,208386,17
91123,2024-12-30,945,210537,17
65519,2024-09-30,945,200003,16
91124,2024-12-30,946,210477,17
91125,2024-12-30,947,212171,17
91126,2024-12-30,948,211564,17
91127,2024-12-30,949,134518,17
91128,2024-12-30,950,209391,17
91129,2024-12-30,951,200276,17
91130,2024-12-30,952,207649,16
91131,2024-12-30,953,104907,16
91132,2024-12-30,954,208693,16
91133,2024-12-30,955,208049,16
91135,2024-12-30,956,144665,16
91134,2024-12-30,956,207907,16
91136,2024-12-30,958,212259,16
91137,2024-12-30,959,125833,16
91138,2024-12-30,960,200330,16
91139,2024-12-30,961,200671,16
91140,2024-12-30,962,210003,16
91141,2024-12-30,963,208649,16
91142,2024-12-30,964,209921,16
91143,2024-12-30,965,208532,16
91144,2024-12-30,966,212090,16
91145,2024-12-30,967,211474,16
91146,2024-12-30,968,200007,15
91147,2024-12-30,969,105638,15
91148,2024-12-30,970,200598,15
91149,2024-12-30,971,210011,15
91150,2024-12-30,972,212129,15
91151,2024-12-30,973,210436,15
91152,2024-12-30,974,126953,15
91153,2024-12-30,975,211495,15
91155,2024-12-30,977,210613,15
91156,2024-12-30,978,208653,15
91157,2024-12-30,979,202275,15
91158,2024-12-30,980,207507,15
91159,2024-12-30,981,207368,15
91160,2024-12-30,982,207134,15
91161,2024-12-30,983,210229,15
91162,2024-12-30,984,202125,15
91163,2024-12-30,985,208249,15
91164,2024-12-30,986,126328,15
91165,2024-12-30,987,200199,15
91166,2024-12-30,988,209253,15
91167,2024-12-30,989,207478,15
91168,2024-12-30,990,209925,15
91169,2024-12-30,991,200187,15
91170,2024-12-30,991,209314,15
91171,2024-12-30,993,211649,15
91173,2024-12-30,994,105060,15
91172,2024-12-30,994,211524,15
91174,2024-12-30,996,126581,15
91175,2024-12-30,997,210157,14
91176,2024-12-30,998,202154,14
91177,2024-12-30,999,122474,14
91178,2024-12-30,1000,208431,14
91179,2024-12-30,1001,126165,14
91180,2024-12-30,1002,106322,14
91181,2024-12-30,1003,211479,14
91182,2024-12-30,1004,212284,14
91183,2024-12-30,1005,202374,14
91184,2024-12-30,1006,200622,14
91185,2024-12-30,1007,106168,14
91186,2024-12-30,1008,208897,14
91187,2024-12-30,1009,209402,14
91188,2024-12-30,1010,126878,14
91190,2024-12-30,1011,212552,14
91189,2024-12-30,1011,206782,14
91191,2024-12-30,1013,210733,14
91192,2024-12-30,1014,208613,14
91193,2024-12-30,1015,207343,14
91194,2024-12-30,1016,212743,14
91195,2024-12-30,1017,105449,13
91196,2024-12-30,1018,111511,13
91197,2024-12-30,1019,123896,13
91198,2024-12-30,1020,122571,13
91199,2024-12-30,1021,109946,13
91200,2024-12-30,1022,209140,13
91201,2024-12-30,1023,208267,13
91202,2024-12-30,1024,207993,13
91203,2024-12-30,1025,210714,13
91204,2024-12-30,1026,208873,13
91205,2024-12-30,1027,209158,13
91206,2024-12-30,1028,200012,13
91207,2024-12-30,1029,212305,13
91208,2024-12-30,1030,209513,13
91209,2024-12-30,1031,211761,13
91210,2024-12-30,1032,212272,13
91211,2024-12-30,1033,149278,13
91212,2024-12-30,1034,207738,13
91213,2024-12-30,1035,208668,13
91214,2024-12-30,1036,210434,13
91215,2024-12-30,1037,212788,12
91216,2024-12-30,1038,202269,12
91217,2024-12-30,1039,209936,12
91218,2024-12-30,1040,210730,12
91219,2024-12-30,1041,202181,12
91220,2024-12-30,1042,210473,12
91221,2024-12-30,1043,207777,12
91222,2024-12-30,1044,210149,12
91223,2024-12-30,1045,202378,12
91224,2024-12-30,1046,209867,12
91226,2024-12-30,1047,202345,12
91225,2024-12-30,1047,106206,12
91227,2024-12-30,1049,133880,12
91228,2024-12-30,1050,210746,12
91229,2024-12-30,1051,210565,12
91230,2024-12-30,1052,210166,12
91231,2024-12-30,1053,207183,12
91232,2024-12-30,1053,211708,12
57122,2024-08-26,1054,105514,11
91233,2024-12-30,1055,208265,12
91234,2024-12-30,1056,208006,12
91235,2024-12-30,1057,210470,12
91236,2024-12-30,1058,202258,12
91237,2024-12-30,1059,212183,12
91238,2024-12-30,1060,207248,12
91239,2024-12-30,1061,205887,12
91240,2024-12-30,1061,210409,12
91241,2024-12-30,1063,211628,12
91242,2024-12-30,1064,211768,12
91243,2024-12-30,1065,149842,11
91244,2024-12-30,1066,212914,11
91245,2024-12-30,1067,211647,11
91246,2024-12-30,1068,202126,11
91247,2024-12-30,1069,210274,11
91248,2024-12-30,1070,209889,11
91249,2024-12-30,1071,212518,11
91250,2024-12-30,1072,208003,11
91251,2024-12-30,1073,104986,11
91252,2024-12-30,1074,208264,11
91253,2024-12-30,1075,111801,11
91254,2024-12-30,1076,200639,11
42382,2024-07-01,1077,104871,10
91255,2024-12-30,1077,212461,11
91256,2024-12-30,1078,210483,11
91257,2024-12-30,1079,206923,11
57147,2024-08-26,1079,105226,10
57148,2024-08-26,1079,105550,10
91258,2024-12-30,1080,202052,11
91259,2024-12-30,1081,200207,11
57149,2024-08-26,1081,125802,10
91260,2024-12-30,1082,212726,11
91261,2024-12-30,1083,212190,11
91262,2024-12-30,1084,211621,11
91263,2024-12-30,1085,206916,11
91264,2024-12-30,1086,210153,11
91265,2024-12-30,1087,212160,11
91266,2024-12-30,1088,200050,11
91267,2024-12-30,1089,208151,11
91268,2024-12-30,1090,132584,11
5202,2024-01-15,1090,105216,8
91269,2024-12-30,1091,210047,11
91270,2024-12-30,1091,210507,11
91271,2024-12-30,1093,134405,11
91272,2024-12-30,1094,208160,11
91273,2024-12-30,1095,124099,11
91274,2024-12-30,1096,209952,10
48689,2024-07-29,1096,105614,10
91276,2024-12-30,1096,208320,10
48688,2024-07-29,1096,106216,10
91277,2024-12-30,1096,106064,10
91275,2024-12-30,1096,210478,10
17540,2024-03-04,1098,105406,8
91278,2024-12-30,1100,105967,10
91279,2024-12-30,1101,209274,10
17544,2024-03-04,1102,104665,8
91281,2024-12-30,1102,207664,10
91280,2024-12-30,1102,212174,10
91282,2024-12-30,1104,111202,10
91283,2024-12-30,1105,129814,10
91284,2024-12-30,1106,210183,10
91285,2024-12-30,1107,149145,10
91286,2024-12-30,1108,202369,10
91287,2024-12-30,1109,105877,10
91288,2024-12-30,1110,212576,10
91289,2024-12-30,1111,212465,10
91290,2024-12-30,1112,207994,10
91291,2024-12-30,1113,200474,10
91292,2024-12-30,1114,210236,10
91293,2024-12-30,1115,211323,10
91294,2024-12-30,1116,132018,10
91295,2024-12-30,1117,209885,10
91296,2024-12-30,1118,210577,10
91297,2024-12-30,1119,212533,10
91298,2024-12-30,1120,106175,10
91299,2024-12-30,1121,211756,10
91300,2024-12-30,1122,210754,10
91301,2024-12-30,1123,208294,10
91302,2024-12-30,1124,210265,10
50833,2024-08-05,1125,200096,9
91303,2024-12-30,1125,144744,10
91304,2024-12-30,1126,200197,10
91305,2024-12-30,1127,210227,9
91306,2024-12-30,1128,111192,9
91307,2024-12-30,1129,127143,9
91308,2024-12-30,1130,210522,9
91309,2024-12-30,1131,133291,9
91310,2024-12-30,1132,208603,9
91311,2024-12-30,1133,209417,9
91312,2024-12-30,1134,210535,9
91313,2024-12-30,1135,200608,9
91314,2024-12-30,1136,212852,9
91315,2024-12-30,1137,126488,9
91316,2024-12-30,1138,210742,9
91317,2024-12-30,1139,212837,9
91318,2024-12-30,1140,202244,9
91320,2024-12-30,1141,210218,9
91319,2024-12-30,1141,208216,9
91321,2024-12-30,1143,200390,9
91322,2024-12-30,1144,212900,9
91323,2024-12-30,1145,209999,9
91324,2024-12-30,1146,207957,9
91325,2024-12-30,1147,207676,9
91326,2024-12-30,1147,210115,9
91327,2024-12-30,1149,144731,9
91328,2024-12-30,1150,210447,9
57219,2024-08-26,1151,104731,8
57221,2024-08-26,1151,208565,8
91329,2024-12-30,1151,212481,9
78458,2024-11-18,1152,207901,8
91330,2024-12-30,1152,126193,9
91331,2024-12-30,1153,144925,9
91332,2024-12-30,1154,200315,9
91333,2024-12-30,1154,149268,9
91334,2024-12-30,1156,126971,9
91336,2024-12-30,1157,210533,9
91335,2024-12-30,1157,124074,9
76339,2024-11-11,1157,111197,8
91337,2024-12-30,1159,210745,9
78465,2024-11-18,1159,210034,8
91338,2024-12-30,1160,212029,9
59357,2024-09-09,1160,111181,8
91339,2024-12-30,1161,210753,9
91340,2024-12-30,1162,105357,8
91342,2024-12-30,1163,200086,8
91341,2024-12-30,1163,210523,8
91343,2024-12-30,1165,211315,8
91344,2024-12-30,1166,211317,8
91345,2024-12-30,1167,144984,8
91346,2024-12-30,1168,212930,8
91348,2024-12-30,1169,212857,8
91347,2024-12-30,1169,207249,8
91349,2024-12-30,1171,211558,8
91350,2024-12-30,1172,200108,8
91351,2024-12-30,1173,209120,8
91352,2024-12-30,1174,212137,8
91353,2024-12-30,1175,208372,8
91354,2024-12-30,1176,212780,8
91355,2024-12-30,1177,211503,8
91356,2024-12-30,1178,209171,8
91357,2024-12-30,1179,210514,8
91358,2024-12-30,1180,208099,8
91359,2024-12-30,1180,210419,8
91360,2024-12-30,1182,208840,8
91361,2024-12-30,1183,209264,8
91362,2024-12-30,1184,212288,8
1184,2024-01-01,1185,106026,6
91363,2024-12-30,1185,110773,8
91364,2024-12-30,1186,200606,8
91365,2024-12-30,1187,212562,8
65763,2024-09-30,1188,105155,7
91366,2024-12-30,1188,207461,8
91368,2024-12-30,1189,209910,8
91367,2024-12-30,1189,206805,8
91369,2024-12-30,1189,208401,8
91371,2024-12-30,1192,110596,8
91370,2024-12-30,1192,210645,8
91372,2024-12-30,1194,200479,8
