,player_id,hand,year_of_birth,ioc,height,wikidata_id,player_name
14976,214975,R,2000,RUS,,Q106620840,Anhzelika Isaeva
14977,214976,U,1998,FRA,,,Apolline Rassat
14978,214977,R,1996,FRA,,,Linda Guerzize
14979,214978,U,1993,USA,,,Akiko Okuda
14980,214979,U,1998,COL,,,Danna Valentina Galeano
14981,214980,R,1998,SUI,,,Jessica Crivelletto
14982,214981,R,1999,KAZ,184.0,Q42055714,Elena Rybakina
14983,214982,U,2000,TUR,,,Yasemin Ada Boru
14984,214983,U,1999,IND,,,Mihika Yadav
14985,214984,U,2000,ISR,,,Noya Ohana
14986,214985,R,1999,POL,,,Wiktoria Kulik
14987,214986,R,2000,RUS,,,Tatiana Makarova
14988,214987,R,1998,ISR,,Q61644455,Shahar Biran
14989,214988,U,1996,CHN,,,Ke Mao
14990,214989,R,1991,HKG,,,Yan Tung Ki
14991,214990,R,1994,IND,,,Silky Sachdeva
14992,214991,U,2000,ITA,,,Francesca Gaida
14993,214992,R,2000,KAZ,172.0,Q48200215,Zhibek Kulambayeva
14994,214993,R,2000,KAZ,,,Ainur Suleimenova
14995,214994,U,1998,RUS,,,Polina Novikova
14996,214995,R,2000,RUS,,,Sofya Golubovskaya
14997,214996,U,1999,FRA,,,Carla Hassaine
14998,214997,U,1993,LUX,,,Eden Megan Chang
14999,214998,R,1997,USA,,,Karina Traxler
15000,214999,U,1991,USA,,,Haley Gay
15001,215000,U,1997,USA,,Q108070563,Paige Cline
15002,215001,U,1999,GER,,Q66424683,Carmen Schultheiss
15003,215002,R,1998,GER,,Q52083922,Anna Gabric
15004,215003,L,1997,GER,,,Katharina Herpertz
15005,215004,R,1997,GBR,,,Holly Horsfall
15006,215005,U,1998,UKR,,,Vlada Filinskaya
15007,215006,U,2000,TUR,,,Zeynep Cakirer
15008,215007,R,1995,UKR,,,Anastasiia Zviahintseva
15009,215008,U,1995,CHN,,,Siyu Chen
15010,215009,U,1995,ITA,,,Arianna Tricarico
15011,215010,U,1997,CHN,,,Yijia Shao
15012,215011,U,1999,POL,,,Zuzanna Wilk
15013,215012,U,2000,GBR,,,Nell Miller
15014,215013,U,1999,POL,,,Marcelina Podlinska
15015,215014,R,1998,NZL,,,Rosie Cheng
15016,215015,U,1998,RUS,,,Karine Sarkisova
15017,215016,U,2000,LUX,,Q21970595,Eleonora Molinaro
15018,215017,U,1997,IRL,,,Lauren Deegan
15019,215018,R,2000,AUS,175.0,Q23059524,Destanee Aiava
15020,215019,R,1999,MEX,,Q55138583,Maria Jose Portillo Ramirez
15021,215020,R,1998,RUS,179.0,Q20676027,Anna Blinkova
15022,215021,U,1997,SUI,,,Naima Karamoko
15023,215022,U,1995,GBR,,,Amelia Stuart
15024,215023,U,1998,RUS,,,Elena Belenova
15025,215024,U,1999,RUS,,,Kristina Kislyak
15026,215025,U,1998,SVK,,,Tamara Kupkova
15027,215026,L,1997,ROU,,,Andra Maria Nitescu
15028,215027,U,1994,ROU,,,Laura Margareta Luca
15029,215028,U,1999,CAN,,,Sofija Zecevic
15030,215029,R,1997,RUS,,,Natalia Vovk
15031,215030,U,2000,TUR,,,Zehra Lara Tekbas
15032,215031,R,1995,NED,,Q76009942,Dominique Karregat
15033,215032,U,1999,POL,,,Dominika Paczena
15034,215033,U,1997,POL,,,Marta Dyba
15035,215034,U,1997,SWE,,,Martina Malmqvist
15036,215035,R,2000,UKR,175.0,Q23888026,Dayana Yastremska
15037,215036,U,1997,ESP,,,Paula Comella Aguilo
15038,215037,L,1999,USA,173.0,Q26696206,Kayla Day
15039,215038,U,1999,TPE,,,Pei Ju Chien
15040,215039,R,1999,BEL,,Q66309591,Lara Salden
15041,215040,U,1991,MEX,,,Emma Reyes Baca
15042,215041,R,2000,EGY,,,Dalila Said
15043,215042,R,1999,GBR,170.0,Q18920151,Katie Swan
15044,215043,R,2000,CHN,,Q30068619,Qianhui Tang
15045,215044,U,1999,CHN,,,Yu Tong Tang
15046,215045,U,1999,CHN,,Q30068620,Xinyu Jiang
15047,215046,U,1998,CHN,,,Lingwei Kong
15048,215047,R,1999,CHN,,,Mi Zhuoma You
15049,215048,R,1999,ITA,,,Bianca Vitale
15050,215049,U,1998,ITA,,,Michela Xibilia
15051,215050,U,1999,FRA,,,Schena Benamar
15052,215051,U,2000,FRA,,,Juliette Colard
15053,215052,U,1998,CZE,,,Katka Stach
15054,215053,U,1997,BEL,,,Dorien Cuypers
15055,215054,U,1999,CHN,,,Siqi Cao
15056,215055,R,1999,CHN,,,Zhima Du
15057,215056,U,1999,CHN,,,Yi Wang
15058,215057,R,1996,CRO,,,Jelena Karla Vujicic
15059,215058,U,1995,JPN,,,Ayaka Kanai
15060,215059,U,1996,JPN,,,Reina Takahashi
15061,215060,U,1995,JPN,,,Aya Tanaka
15062,215061,U,2000,BRA,,,Julia Iglesias
15063,215062,R,2000,USA,180.0,Q28532571,Carson Branstine
15064,215063,U,1994,USA,,,Amanda Gilson
15065,215064,R,1999,USA,,Q25929578,Maria Mateas
15066,215065,U,1999,USA,,Q47509887,Kylie Mckenzie
15067,215066,U,1990,IRL,,,Jenny Claffey
15068,215067,U,2000,UKR,,,Valeriya Zhupanska
15069,215068,U,1997,RUS,,,Fatima Bizhukova
15070,215069,U,1997,RUS,,,Veronika Gardazari
15071,215070,U,2000,RUS,,,Angelina Fedorova
15072,215071,U,1999,RUS,,,Viktoriia Kalinina
15073,215072,U,1998,RUS,,,Polina Malykh
15074,215073,U,1998,POL,,,Karolina Silwanowicz
15075,215074,U,1997,RUS,,,Darya Bulatova
15076,215075,U,1990,GER,,,Laura Heinrichs
15077,215076,U,1992,TUR,,,Seven Oral
15078,215077,U,2001,SVK,,Q106293997,Viktoria Morvayova
15079,215078,R,1999,GER,,,Emelie Luisa Schwarte
15080,215079,U,1989,KUW,,,Sarah Behbehani
15081,215080,R,1998,USA,,,Luciana Rabines
15082,215081,R,1999,PHI,,,Meredith G Jones
15083,215082,R,1989,KUW,,,Latifah Al Sayed Omar
15084,215083,U,1998,FRA,,,Nency Chipan
15085,215084,L,1999,JPN,,,Momoka Chimura
15086,215085,R,2001,USA,,,Zoe Hitt
15087,215086,U,1998,MEX,,,Andrea Perez Lopez
15088,215087,U,1994,IND,,,Kirandeep Kaur Kotade
15089,215088,R,1998,USA,,,Sachi Belwal
15090,215089,R,1999,IND,,,Nandini Sharma
15091,215090,U,1994,IND,,,Tanya Amala Burgula
15092,215091,U,1985,SGP,,,Sarah Pang
15093,215092,U,1999,GRE,,,Magdalini Adaloglou
15094,215093,R,1999,ITA,,,Chiara Catini
15095,215094,U,2000,ITA,,,Alexandra Marina
15096,215095,U,2000,ITA,,,Giulia Peoni
15097,215096,R,1999,AUS,168.0,,Jaimee Fourlis
15098,215097,R,1999,UZB,,,Sabina Smirnova
15099,215098,U,1996,GBR,,,Emma Hurst
15100,215099,U,2000,TUN,,,Meriem Turki
15101,215100,U,1997,ITA,,,Anna Maria Procacci
15102,215101,R,1997,IND,,,Devanshi G Bhimjiyani
15103,215102,U,1998,SRB,,,Nina Nikitovic
15104,215103,R,1996,GBR,,,Yasmina El Sayed
15105,215104,U,1999,EGY,,,Rana Essam
15106,215105,R,1999,EGY,,,Salma El Garhi
15107,215106,R,1999,EGY,,,Habiba Khaled Aly
15108,215107,L,1999,CAN,,,Nicole Bunea
15109,215108,U,1997,SWE,,,Sara Amiri
15110,215109,U,2000,ITA,,,Costanza Traversi
15111,215110,U,1997,POL,,Q106469609,Joanna Zawadzka
15112,215111,U,2000,SUI,,Q65585520,Joanne Zuger
15113,215112,U,1996,BEL,,,Emily Casteleyn
15114,215113,R,1998,BEL,,,Nina Van Oost
15115,215114,R,1995,ITA,,,Teodora Djordjevic
15116,215115,U,1997,EGY,,,Maram Selim
15117,215116,U,1998,RUS,,,Melissa Ishuan Ifidzhen
15118,215117,L,2000,CZE,,,Dagmar Zdrubecka
15119,215118,U,2000,UKR,,,Solomiya Rohovets
15120,215119,U,1997,JPN,162.0,,Natsumi Okamoto
15121,215120,U,2001,POR,,,Sara Neves
15122,215121,U,2000,POR,,,Simone Simas
15123,215122,U,1996,SGP,,,Angeline Devi Devanthiran
15124,215123,U,1998,MAS,,Q23059683,Yus Syazlin Nabila Binti Yusri
15125,215124,U,1997,IRI,,,Sara Amini
15126,215125,U,2001,KGZ,,,Saara Kunakunova
15127,215126,U,2000,KGZ,,,Eliza Askarova
15128,215127,R,1997,IRL,,,Julie Byrne
15129,215128,U,1999,ESP,,,Alexandra Alegre Ferre
15130,215129,U,1999,RUS,,,Alexandra Dubrovina
15131,215130,U,1997,CZE,,,Natalie Kallmunzerova
15132,215131,U,1999,BIH,,Q28777208,Nefisa Berberovic
15133,215132,U,1999,CZE,,,Adriana Marikova
15134,215133,U,1999,TUR,,,Imren Bilgic
15135,215134,U,2000,CHN,,,Chengyiyi Yuan
15136,215135,U,1998,CHN,,,Jiaqi Yang
15137,215136,R,1995,BEL,,,Yani Genesse
15138,215137,U,1997,CHN,,,Yifei Yang
15139,215138,L,2001,NZL,,Q61944757,Lulu Sun
15140,215139,U,1992,ARG,,,Constanza Lara Tempone
15141,215140,U,1998,ARG,,Q107650369,Eugenia Ganga
15142,215141,R,2000,CZE,,,Lucie Kankova
15143,215142,U,1993,CHN,,,Yunjun Wu
15144,215143,U,1997,RUS,,,Anastasiya Smirnova
15145,215144,R,2000,LAT,,Q28777187,Daniela Vismane
15146,215145,U,1998,BLR,,,Hanna Sokal
15147,215146,U,1998,POL,,,Aleksandra Rojek
15148,215147,R,1998,SRB,,,Nina Marjanovic
15149,215148,U,2000,GRE,,,Marianthi Tsesmetzi
15150,215149,U,2000,GRE,,,Emmanouela Antonakis
15151,215150,R,1999,ISR,,Q28758351,Shelly Krolitzky
15152,215151,U,2000,ISR,,Q52063079,Lina Glushko
15153,215152,R,2000,ISR,,,Tamara Barad Itzhaki
15154,215153,U,2001,ISR,,,Kristin Younes
15155,215154,U,1995,USA,,,Audrey Marquard
15156,215155,R,2000,RUS,,Q24258869,Olesya Pervushina
15157,215156,U,1997,ITA,,,Alessandra Amodeo
15158,215157,U,1997,SWE,,,Anna Hermann
15159,215158,U,1998,ARG,,Q66023221,Maria Del Rosario Vazquez
15160,215159,U,1997,ARG,,,Victoria Ariadna Beccio
15161,215160,U,1999,IND,,,Shivani Manjanna
15162,215161,U,1998,IND,,,Soha Sadiq
15163,215162,U,1996,IND,,,Komal Nagare
15164,215163,R,1999,IND,,Q64138486,Zeel Desai
15165,215164,U,1997,BLR,,,Lizaveta Hancharova
15166,215165,R,1998,HON,,,Daniela Obando
15167,215166,R,2000,CZE,,Q106354321,Aneta Kladivova
15168,215167,U,1999,POL,,,Adrianna Sosnowska
15169,215168,U,1997,POL,,,Elzbieta Iwaniuk
15170,215169,R,1996,POL,,,Roksana Lukasiak
15171,215170,R,1994,ISR,,,Yara Abed
15172,215171,R,1999,ISR,,,Vered Bert
15173,215172,U,1994,ITA,,,Patrizia Fusco
15174,215173,U,1999,ESP,,,Laura Gil Lerin
15175,215174,U,1998,ESP,,,Claudia Hoste Ferrer
15176,215175,U,2000,SWE,,,Alexandra Viktorovitch
15177,215176,U,1999,RUS,,,Anastasia Veselova
15178,215177,U,1999,RUS,,,Polina Bakhmutkina
15179,215178,U,1999,GER,,,Katharina Kukaras
15180,215179,U,1997,SVK,,,Natalia Jelinkova
15181,215180,U,1999,JPN,,,Seira Shimizu
15182,215181,U,1996,AUS,,,Sarina Kang
15183,215182,U,1998,FIN,,,Lila Humaloja
15184,215183,U,1995,JPN,,,Keiko Fukui
15185,215184,R,1998,RUS,,,Sofya Gulnova
15186,215185,U,1999,CHN,,,Zhou Mingjun
15187,215186,L,2000,THA,,Q84349697,Watsachol Sawasdee
15188,215187,R,2000,THA,,,Yinglak Jittakoat
15189,215188,U,1995,AUS,,,Annie Donaldson
15190,215189,R,1994,AUS,,Q62024135,Alana Parnaby
15191,215190,R,1997,CHN,,,Jinxuan Wang
15192,215191,R,1997,CZE,,,Sabina Machalova
15193,215192,U,1997,CZE,,,Veronika Vlkovska
15194,215193,U,2000,CRO,,,Anda Karanusic
15195,215194,R,1997,CZE,,,Eliska Petrackova
15196,215195,U,1998,CRO,,,Miriam Siljic
15197,215196,U,2000,ISR,,Q52063080,Nicole Nadel
15198,215197,U,1997,ISR,,,Lior Pachuorkovski
15199,215198,U,1999,KAZ,,,Mukadas Yussupova
15200,215199,R,1998,MDA,,,Valentina Dancenco
15201,215200,U,1997,GER,,,Anabel Martinovic
15202,215201,U,1999,INA,,,Kintan Pratiwi Anwar
15203,215202,U,1997,INA,,,Ni Luh Sintha Eka
15204,215203,U,2000,INA,,,Joleta Budiman
15205,215204,U,1999,INA,,,Vicky Irma Margaretha Oktaviana
15206,215205,U,1998,INA,,,Hernanda Melia Cholis
15207,215206,U,1998,INA,,,Arrum Damarsari
15208,215207,U,1997,INA,,,Oktavia Ayu Dewi
15209,215208,U,1999,INA,,,Irma Elita Evania
15210,215209,R,1995,INA,,,Laksmi Nuraningsih
15211,215210,U,1998,INA,,,Jesica Audina
15212,215211,U,1996,INA,,,Septiana Zahiroh
15213,215212,R,2000,INA,,,Oxi Gravitas Putri
15214,215213,U,1994,JPN,,,Waka Kirihata
15215,215214,U,1996,INA,,,Evita Febri Habsari
15216,215215,U,2000,ROU,,,Mihaela Lorena Marculescu
15217,215216,U,1995,ROU,,,Francesca Dorothea Ciutescu
15218,215217,U,1998,ROU,,,Andreea Cula
15219,215218,U,1999,RUS,,,Anna Ukolova
15220,215219,R,2000,SLO,170.0,Q29478863,Kaja Juvan
15221,215220,U,1996,CRO,,,Anja Bebic
15222,215221,U,1995,IND,,,Anjali Thakur
15223,215222,L,1995,IND,,,Saumya Vig
15224,215223,U,1999,IND,,,Himani Mor
15225,215224,R,1999,IND,,,Aastha Dargude
15226,215225,R,1999,IND,,,Pareen Shivekar
15227,215226,U,1997,USA,,,Anna Ulyashchenko
15228,215227,R,2001,USA,,,Abigail Desiatnikov
15229,215228,R,1999,USA,178.0,Q65970505,Cameron Morra
15230,215229,U,1992,USA,,,Katelyn Stokes
15231,215230,R,1996,USA,,Q106294029,Katharine Fahey
15232,215231,U,1998,JPN,,,Hana Sakamoto
15233,215232,U,1996,RUS,,,Elina Vikhryanova
15234,215233,U,1999,RUS,,,Valeriya Deminova
15235,215234,L,1998,RUS,,Q106367496,Daria Kruzhkova
15236,215235,U,2000,RUS,,,Ulyana Shirokova
15237,215236,U,1997,RUS,,,Maria Kononova
15238,215237,U,1992,ESP,,,Isel Martinez Marcos
15239,215238,U,1999,TUR,,,Selin Gulseren Simsek
15240,215239,R,2000,ROU,,,Diana Maria Mihail
15241,215240,U,1999,UKR,,,Marharyta Smolyak
15242,215241,U,2000,ISR,,,Shoval Fanani
15243,215242,R,1999,EGY,,,Nermeen Shawky
15244,215243,U,1993,FIN,,,Alexiina Ahonkivi
15245,215244,U,2000,UKR,,,Dariya Sovich
15246,215245,U,2000,RUS,,,Svetlana Iansitova
15247,215246,U,1997,BEL,,,Mathilde Devits
15248,215247,L,1998,MEX,,,Daniela Morales Beckmann
15249,215248,U,1999,CHN,,Q55760466,Yanni Liu
15250,215249,U,2000,CHN,,,Shou Na Mu
15251,215250,R,1998,CHN,,Q41735946,Hanyu Guo
15252,215251,U,1998,USA,,,Elyse Lavender
15253,215252,U,1998,BIH,,,Marija Jovicic
15254,215253,U,1995,CRO,,,Klara Skopac
15255,215254,R,1993,NED,,,Liv Geurts
15256,215255,U,1996,CRO,,,Ema Barkovic
15257,215256,R,1998,UKR,,,Vladislava Kutuzova
15258,215257,R,1999,TUR,,,Defne Olcay
15259,215258,U,2000,TUR,,,Irem Soylu
15260,215259,R,2000,SUI,176.0,Q29362952,Leonie Kung
15261,215260,R,2000,ISR,,Q84586765,Shelly Bereznyak
15262,215261,U,1994,NED,,,Iris Julia Antje Verweij
15263,215262,U,1997,GER,,,Constanze Stepan
15264,215263,U,1997,MAD,,,Maharevo Ramanitrarivo Rosea
15265,215264,U,1993,USA,,,Mimi Fotopoulos
15266,215265,U,1999,MAD,,,Gaelle Ratianarimanana
15267,215266,U,1998,MAD,,,Malalasoa Jackinah Rakotohasy
15268,215267,U,1997,MAD,,,Mbolatiana Randrianarisoa
15269,215268,U,2001,MAD,,,Iariniaina Tsantaniony
15270,215269,U,1996,FRA,,,Lea Bruno
15271,215270,U,1996,MAD,,,Verolalaina Helene Radilofe
15272,215271,U,1998,CHN,,,Qianting Yan
15273,215272,U,2000,CHN,,,Zhuoma Ni Ma
15274,215273,U,1996,JPN,,,Tomoe Yazawa
15275,215274,U,1997,USA,,,Bess Waldram
15276,215275,U,1998,CAN,,,Cassie Chung
15277,215276,U,2000,CAN,,,Andreea Craciun
15278,215277,U,2000,CAN,,,Yasmin Mansouri
15279,215278,U,1997,USA,,,Ines Karmen Vias
15280,215279,U,1994,CAN,,,Hannah Sulz
15281,215280,U,2001,CAN,,,Oleksandra Gorchanyuk
15282,215281,R,1996,CAN,,,Daniella Silva
15283,215282,R,2000,CAN,,,Jayden Nielsen
15284,215283,U,1999,USA,,,Taylor Gruber
15285,215284,U,1997,USA,,,Kristen Thoms
15286,215285,R,2001,GEO,,,Ana Shanidze
15287,215286,U,1997,USA,,,Sabrina Faybyshev
15288,215287,U,1999,RUS,,,Alina Kislitskaya
15289,215288,U,2000,GEO,,,Lizi Morgoshia
15290,215289,U,2000,RUS,,,Anna Solovyeva
15291,215290,R,2000,UKR,173.0,Q24075683,Katarina Zavatska
15292,215291,U,1999,RUS,,,Adelina Baravi
15293,215292,R,2000,GEO,,,Lana Kentchiashvili
15294,215293,U,1999,SRB,,,Jana Bojovic
15295,215294,U,1998,SRB,,,Andjela Sebrek
15296,215295,U,2000,SRB,,,Teodora Ristic
15297,215296,U,1999,SRB,,,Kristina Miletic
15298,215297,R,1998,SRB,,,Anastassia Pantelic
15299,215298,U,2001,TUR,,,Zeynep Ay
15300,215299,U,1999,TUR,,,Birdem Oz
15301,215300,U,1996,POL,,,Karolina Snita
15302,215301,U,1998,ITA,,,Irene Lavino
15303,215302,U,1998,SUI,,,Chiara Merico
15304,215303,R,1998,ARG,,,Daniela Cozzi
15305,215304,U,1996,MRI,,,Shannon Wong Hon Chan
15306,215305,L,1994,USA,170.0,Q34115005,Desirae Krawczyk
15307,215306,R,2000,COL,,Q24258872,Emiliana Arango
15308,215307,U,1996,CHN,,,Wanyuanyun Jin
15309,215308,U,1998,CHN,,,Zhuo Ma Ge Rong
15310,215309,R,1997,AUS,,,Sasha Alexander
15311,215310,U,1999,CHN,,,Chen Wang
15312,215311,U,1996,USA,,,Sarah Dvorak
15313,215312,U,1997,TPE,,,Ting Ya Hsu
15314,215313,U,2000,TPE,,,Sing Le Fan Chiang
15315,215314,U,2000,TPE,,Q47500277,En Shuo Liang
15316,215315,U,2001,TPE,,,Yi Tsen Cho
15317,215316,U,1994,TPE,,,Hui Zhen Ruan
15318,215317,U,1998,TPE,,,Wei Tang
15319,215318,U,1997,JPN,,,Nagisa Morimoto
15320,215319,L,2000,TPE,,,Yang Lee
15321,215320,U,1994,KOR,,,Soo Bin Oh
15322,215321,U,1997,KOR,,,Hae Ok Lee
15323,215322,U,1997,KOR,,,Jin Sil Park
15324,215323,U,1996,KOR,,,Jeongyun Lee
15325,215324,L,1998,KOR,,,Do Hee Bae
15326,215325,U,1998,KOR,,,Seon Young Um
15327,215326,U,1997,KOR,,,Hae Seon Lee
15328,215327,U,1996,USA,,,Rachel Chong
15329,215328,U,1997,BEL,,,Margaux Bovy
15330,215329,R,1998,BEL,,,Juliette Bastin
15331,215330,U,2000,GEO,,,Tamari Sumbadze
15332,215331,R,1998,ARM,,,Mariam Bayatyan
15333,215332,U,1994,ITA,,,Giorgia Stridacchio
15334,215333,U,1996,ITA,,,Giorgia Bove
15335,215334,U,1995,POR,,,Beatriz Abreu
15336,215335,U,1993,FRA,,,Grace Denga
15337,215336,U,1998,POR,,,Mariana Oliveira
15338,215337,L,2001,SRB,,Q22679891,Olga Danilovic
15339,215338,U,1998,ROU,,,Ioana Gheorghita
15340,215339,U,1996,SRB,,,Magdelini Lesvidou
15341,215340,R,2000,BOL,,,Hortencia Birnbaumer
15342,215341,U,2000,TUR,,,Barbara Quagliardi
15343,215342,R,2001,TUR,,,Ebru Zeynep Yazgan
15344,215343,R,1999,TUR,,,Alara Sener
15345,215344,U,1997,SRB,,,Jelena Janosevic
15346,215345,R,1997,CZE,,,Barbora Kosejkova
15347,215346,U,1997,AUS,,,Maddie Antoun
15348,215347,U,1997,GER,,,Jule Salzburg
15349,215348,U,1998,RUS,,,Ekaterina Kunina
15350,215349,U,1998,NED,,Q47093023,Nina Kruijer
15351,215350,U,1998,NED,,,Liza Lebedzeva
15352,215351,U,1999,NED,,,Isolde De Jong
15353,215352,R,1999,USA,,,Victoria Emma
15354,215353,U,2000,ESP,,,Mercedes Aristegui
15355,215354,R,2000,ESP,,Q107521389,Lucia De La Puerta Uribe
15356,215355,U,2000,MRI,,,Zara Lennon
15357,215356,U,1994,FRA,,,Camille Lalou
15358,215357,U,1993,FRA,,,Marion Codino
15359,215358,U,1998,MEX,,,Erandi Xanat Martinez Hernandez
15360,215359,U,1983,REU,,,Anne Lucas
15361,215360,U,1982,REU,,,Elodie Naegellen
15362,215361,U,2000,REU,,,Nastassia Chamoun
15364,215363,U,2000,REU,,,Camille Corenthy
15365,215364,U,2000,FRA,,,Catherine Roche
15366,215365,U,1997,REU,,,Eva Pauline Payet
15367,215366,U,1999,FRA,,,Victoria Rey
15368,215367,R,1995,USA,,,Nini Guensler
15369,215368,U,2000,BEL,,,Axana Mareen
15370,215369,U,1998,ESP,,,Blanca Puig Caballero
15371,215370,R,2000,CAN,170.0,Q22957410,Bianca Andreescu
15372,215371,L,1997,USA,170.0,,Francesca Di Lorenzo
15373,215372,R,1996,RUS,,,Ksenia Laskutova
15374,215373,U,1999,USA,,,Makenzie Myers
15375,215374,L,1998,USA,,,Chiara Lommer
15376,215375,R,1999,PER,,Q25350189,Dominique Schaefer
15377,215376,U,1993,USA,,,Melissa Kopinski
15378,215377,U,1999,USA,,,Morgan Coppoc
15379,215378,U,1995,USA,,,Jerricka Boone
15380,215379,R,1997,GBR,,,Ceire Mullins
15381,215380,R,1993,AUS,,,Binasa Beslagic
15382,215381,U,1999,RUS,,,Anna Tonoyan
15383,215382,U,1997,RUS,,,Arina Umanskaya
15384,215383,R,1996,USA,,,Eva Siskova
15385,215384,R,1999,USA,,,Miranda Ramirez
15386,215385,U,1997,AUT,,,Lisa Friess
15387,215386,R,1998,GER,,,Vivian Wolff
15388,215387,U,1990,AUS,,,Larn Mcshane
15389,215388,U,1999,FRA,,,Sandra Bozinovic
15390,215389,R,1998,CHN,,,Junsai Wang
15391,215390,U,1990,FRA,,,Morgane Zowczak
15392,215391,R,1997,NOR,,,Maren Helgo
15393,215392,U,2000,NED,,,Judith Van Kessel
15394,215393,U,1999,SRB,,,Tijana Spasojevic
15395,215394,U,1999,RUS,,,Tatiana Nikolaeva
15396,215395,R,2001,FIN,,Q18669754,Oona Orpana
15397,215396,U,1998,ESP,,,Laura Cabrera Lafuente
15398,215397,U,1998,ESP,,,Maria Suarez Alonso
15399,215398,U,2000,ESP,,Q106367622,Lucia Cortez Llorca
15400,215399,U,1997,ITA,,,Camilla Fabbri
15401,215400,U,1998,ITA,,,Anna Turco
15402,215401,R,1998,SLO,,,Hana Mraz
15403,215402,R,1999,SRB,,,Boba Kotlica
15404,215403,U,1999,CAN,,,Natasha Irani
15405,215404,R,1999,CAN,,,Vanessa Wong
15406,215405,U,1998,ROU,,,Tatiana Eftenoiu
15407,215406,U,1999,USA,,,Teresia Londol
15408,215407,U,1998,EST,,,Jana Kuzovkova
15409,215408,U,1999,KOR,,,Soomin Kim
15410,215409,U,1991,KOR,,,Gayeong Back
15411,215410,U,2000,KOR,,,Eun Se Jang
15412,215411,U,2000,TUN,,,Sarra Ata
15413,215412,R,1998,ESP,,,Marina Rodriguez Garcia
15414,215413,U,1998,TUN,,,Amira Handous
15415,215414,U,2001,TUN,,,Feriel Mahbouli
15416,215415,U,1998,TUN,,,Aida Arafa
15417,215416,U,1999,FRA,,,Kassandra Davesne
15418,215417,U,1995,MAR,,,Abir El Fahimi
15419,215418,U,2000,TUN,,,Emna Fahmia
15420,215419,U,2000,TUN,,,Mayssa Tebourbi
15421,215420,R,1998,AUT,,,Caroline Ilowska
15422,215421,R,1992,AUS,,,Elyse Edwards
15423,215422,U,1997,AUT,,,Lisa Hofbauer
15424,215423,R,1998,BEL,,,Vicky Geurinckx
15425,215424,R,1997,POL,,,Patrycja Polanska
15426,215425,U,1998,CRO,,,Ena Babic
15427,215426,U,1997,SVK,,,Nikola Dolakova
15428,215427,U,1999,BIH,,,Dragana Radisic
15429,215428,R,2000,CRO,,,Domenika Turkovic
15430,215429,U,1997,BIH,,,Jovana Peric
15431,215430,R,1997,GBR,,,Holly Hutchinson
15432,215431,R,1999,GBR,,Q65369872,Emily Appleton
15433,215432,R,1994,GBR,,Q64846144,Olivia Nicholls
15434,215433,U,1996,GBR,,,Francesca Wilkes
15435,215434,R,1998,GBR,,,Lauren Dowling
15436,215435,U,1998,ITA,,,Alessia Dario
15437,215436,U,1998,ITA,,,Emma Lioi
15438,215437,U,1999,CZE,,Q106293766,Monika Kilnarova
15439,215438,U,1998,FRA,,,Cindy Castille
15440,215439,U,2001,TUR,,,Azradeniz Comlek
15441,215440,U,1996,AUS,,Q28018647,Alicia Smith
15442,215441,U,2001,TUR,,,Burcak Ekin Yildiztekin
15443,215442,U,1999,BUL,,,Zinovia Vaneva
15444,215443,U,1997,BUL,,,Gabriela Slavova
15445,215444,U,1997,BUL,,,Milka Genkova
15446,215445,U,1998,BUL,,,Aleksandra Draganova
15447,215446,U,1999,RUS,,,Anna Makarova
15448,215447,U,1998,FRA,,,Milena Achlamov
15449,215448,U,2000,ROU,,,Denise Antonela Stoica
15450,215449,U,2000,ROU,,,Ramona Eva Chivu
15451,215450,U,1999,ROU,,,Tania Andrada Mare
15452,215451,U,1997,MDA,,,Mariana Galben
15453,215452,U,2001,ROU,,,Alexandra Diana Braga
15454,215453,R,1999,ESP,165.0,Q61854961,Marina Bassols Ribera
15455,215454,U,1998,ESP,,,Alma Garcia Valle
15456,215455,U,1998,ESP,,,Andrea Beneroso Lacaba
15457,215456,U,2001,ESP,,,Nerea Guerra Santana
15458,215457,R,2000,ESP,,,Carlota Molina Megias
15459,215458,R,1997,USA,,,Julia Fisch
15460,215459,R,2000,GER,,,Emily Seibold
15461,215460,U,1996,ARG,,,Josefina Surraco
15462,215461,U,1998,ARG,,,Delfina Glorioso
15464,215463,U,1999,ARG,,,Jimena Paula Garbino
15465,215464,U,1999,RUS,,,Aleksandra Kuznetsova
15466,215465,U,1999,TUR,,,Cagla Badem
15467,215466,U,2001,AZE,,,Amine Dik
15468,215467,R,2000,USA,,,Malkia Menguene
15469,215468,R,1998,JPN,158.0,Q39350484,Momoko Kobori
15470,215469,U,1998,JPN,,,Satori Seki
15471,215470,R,1993,USA,,Q106310965,Lorraine M Guillermo
15472,215471,U,1996,GER,,,Tatjana Stoll
15473,215472,U,2000,SUI,,Q63068733,Fiona Ganz
15474,215473,U,1999,SUI,,,Sina Zuger
15475,215474,R,2001,TUN,,,Ferdaous Bahri
15476,215475,U,2001,TUN,,,Dorra Roumani
15477,215476,U,1996,CZE,,,Kristina Mrazova
15478,215477,U,2000,LAT,,,Deniza Marcinkevica
15479,215478,U,1997,NED,,,Claire Verwerda
15480,215479,U,1994,BEL,,,Charlotte Swaans
15481,215480,R,1999,NED,,Q47088527,Suzan Lamens
15482,215481,U,1998,SLO,,,Silvija Perosa
