,player_id,hand,year_of_birth,ioc,height,wikidata_id,player_name
1699,201698,U,1985,ROU,,Q2085974,Liana Gabriela Ungur
1700,201699,R,1992,ITA,165.0,Q20007827,Martina Caregaro
1701,201700,R,1991,AUT,178.0,Q293217,Nikola Hofmanova
1702,201701,R,1994,TUR,,Q8707137,Basak Eraydin
1703,201702,R,1991,DEN,,Q441308,Malou Ejdesgaard
1704,201703,L,1988,CHN,165.0,Q4845400,Yi Fan Xu
1705,201704,R,1992,RUS,,,Nadejda Guskova
1706,201705,R,1995,UZB,173.0,Q107120952,Alina Abdurakhimova
1707,201706,R,1990,GRE,,Q5349871,Eirini Georgatou
1708,201707,R,1992,JPN,164.0,,Sachie Ishizu
1709,201708,L,1981,RSA,175.0,Q240855,Natalie Grandin
1710,201709,R,1995,KAZ,163.0,Q2429984,Yulia Putintseva
1754,201753,U,1980,NZL,,Q29117056,Rewa Harriman
1755,201754,L,1981,NZL,173.0,Q4354093,Leanne Baker
1815,201814,R,1984,NED,,Q2865726,Michelle Gerards
1816,201815,R,1980,SLO,170.0,Q2613196,Petra Rampre
1855,201854,R,1980,COL,166.0,Q59134871,Mariana Mesa
1857,201856,R,1981,RUS,183.0,Q670574,Ekaterina Sysoeva
1858,201857,U,1980,COL,,,Juliana Garcia
1859,201858,R,1980,SWE,,Q6438282,Kristina Triska
1867,201866,U,1982,ESP,,,Cristina Arribas
1942,201941,R,1981,CRO,,Q56065109,Dora Krstulovic
1944,201943,U,1981,CRO,,,Ivana Bracun
1959,201958,U,1980,POR,,Q27947832,Angela Cardoso
2031,202030,U,1981,COL,,,Carolina Rodriguez
2039,202038,U,1983,TUR,,,Ceyda Keyman
2040,202039,U,1983,TUR,,,Ceylan Konuk
2045,202044,R,1980,INA,,Q107176558,Eny Sulistyowati
2070,202069,R,1984,AUT,178.0,,Jenny Zika
2071,202070,R,1984,GER,172.0,Q111192,Scarlett Werner
2073,202072,U,1981,SLO,,Q7807907,Tina Hergold
2086,202085,L,1984,RUS,165.0,,Galina Fokina
2117,202116,R,1981,ITA,,,Laura Dellangelo
2130,202129,U,1981,THA,,,Orawan Wongkamalasai
2136,202135,R,1981,GER,,Q3554541,Vanessa Henke
2153,202152,U,1981,CZE,,,Jana Hlavackova
2154,202153,R,1984,CAN,,Q56678335,Melanie Marois
2155,202154,R,1980,CAN,163.0,,Ioana Plesu
2218,202217,R,1983,UZB,,Q107120958,Kamila Dadakhodjaeva
2235,202234,R,1984,USA,,,Monique Viele
2259,202258,R,1983,AUS,,,Jaslyn Hewitt
2260,202259,R,1980,ITA,,,Valentina Sassi
2261,202260,R,1980,AUT,,,Nicole Remis
2262,202261,R,1984,POL,,Q4992447,Joanna Sakowicz Kostecka
2263,202262,U,1980,USA,,,Katrina Nimmers
2264,202263,R,1981,USA,,,Anne Nguyen
2265,202264,R,1985,USA,,,Cory Ann Avants
2268,202267,R,1984,CAN,,,Diana Srebrovic
2269,202268,R,1985,THA,,Q6583776,Montinee Tangphong
2270,202269,R,1983,MEX,,Q66123870,Erika Valdes
2272,202271,R,1981,ARG,,,Vanessa Krauth
2273,202272,R,1982,SRB,,Q2176779,Ana Timotic
2274,202273,R,1983,LAT,171.0,Q258892,Liga Dekmeijere
2278,202277,R,1984,ECU,,Q74303717,Mariana Correa
2279,202278,R,1985,COL,168.0,Q73704487,Romy Farah
2280,202279,R,1985,HUN,,Q961629,Virag Nemeth
2281,202280,U,1982,RUS,,,Olga Kalyuzhnaya
2282,202281,R,1986,RUS,,Q26924674,Ivanna Israilova
2283,202282,U,1982,RUS,,,Goulnara Fattakhetdinova
2285,202284,R,1982,ESP,,,Mariona Gallifa Puig Desens
2286,202285,R,1986,NED,,,Silvana Bauer
2287,202286,L,1984,NED,,Q2718445,Elise Tamaela
2288,202287,R,1984,AUT,,Q1163435,Daniela Kix
2289,202288,R,1985,BEL,174.0,Q988904,Elke Clijsters
2290,202289,U,1981,KOR,,Q6408909,Jin Hee Kim
2291,202290,U,1982,KOR,,Q61439186,Kyung Mi Chang
2294,202293,U,1984,CHN,,Q5651484,Jie Hao
2295,202294,U,1984,CHN,,,Yan Ze Xie
2296,202295,R,1982,CHN,,Q27802208,Ying Yu
2297,202296,R,1984,MEX,,Q107132272,Maria Jose Lopez Herrera
2298,202297,R,1982,RUS,,,Maria Kondratieva
2299,202298,R,1983,ALG,,Q27538268,Feriel Esseghir
2301,202300,U,1980,MAR,,,Meryem El Haddad
2302,202301,R,1985,IND,170.0,Q3497315,Sunitha Rao
2303,202302,L,1983,BRA,174.0,Q3622605,Maria Fernanda Alves
2304,202303,L,1981,BRA,,Q440063,Carla Tiene
2305,202304,U,1986,USA,178.0,,Nicole Pitts
2308,202307,R,1984,USA,,,Tanner Cochran
2310,202309,L,1983,URU,,Q27464923,Ana Lucia Migliarini De Leon
2311,202310,L,1985,USA,173.0,,Shadisha Robinson
2312,202311,R,1984,CRO,175.0,,Petra Dizdar
2314,202313,R,1984,CRO,180.0,Q271131,Darija Jurak
2315,202314,U,1987,USA,,,Leslie Koffi
2316,202315,R,1986,SGP,,Q105746297,Beier Ko
2317,202316,U,1984,JPN,,,Maika Ozaki
2318,202317,R,1981,NZL,,Q29059723,Ilke Gers
2319,202318,R,1987,THA,,Q13018142,Pichittra Thongdach
2320,202319,R,1980,GER,,Q61663933,Lydia Steinbach
2321,202320,L,1982,AUT,173.0,Q443596,Sandra Klemenschits
2323,202322,R,1982,JPN,,,Maki Arai
2324,202323,R,1986,NZL,,Q27942095,Eden Marama
2325,202324,R,1986,USA,170.0,,Neha Uberoi
2326,202325,L,1985,IND,,Q13512711,Isha Lakhani
2327,202326,R,1986,IND,,Q4766071,Ankita Bhambri
2328,202327,R,1985,USA,,,Megan Falcon
2329,202328,U,1983,CRO,,,Lana Popadic
2331,202330,R,1983,ARG,,,Maria Vanina Garcia Sokol
2332,202331,R,1981,PUR,,Q7931152,Vilmarie Castellvi
2333,202332,R,1984,SVK,,,Dominika Nociarova
2334,202333,R,1986,ROU,170.0,,Delia Sescioreanu
2335,202334,R,1984,SWE,,Q463752,Hanna Nooni
2336,202335,R,1984,GER,,,Antonia Matic
2337,202336,R,1988,POL,,,Magdalena Kiszczynska
2338,202337,R,1984,POL,173.0,Q242999,Klaudia Jans Ignacik
2339,202338,R,1988,USA,165.0,,Elizabeth Kobak
2340,202339,R,1988,INA,162.0,Q4831752,Ayu Fani Damayanti
2341,202340,R,1982,BEL,167.0,Q2730055,Caroline Maes
2342,202341,R,1987,CAN,,,Melanie Gloria
2343,202342,R,1987,AUS,,,Daniella Jeflea
2344,202343,R,1981,ARG,,Q22278716,Erica Krauth
2345,202344,R,1981,ROU,,Q6729804,Magda Mihalache
2346,202345,R,1985,SVK,,,Katarina Kachlikova
2347,202346,R,1981,USA,170.0,,Jewel Peterson
2348,202347,R,1986,POL,,Q6373168,Karolina Kosinska
2349,202348,R,1986,LTU,,Q716559,Lina Stanciute
2352,202351,R,1989,AUS,,,Shayna Mcdowell
2353,202352,R,1984,MEX,,Q27555365,Daniela Munoz Gallegos
2354,202353,R,1984,ARG,,Q11771010,Maria Jose Argeri
2355,202354,R,1986,ARG,,,Andrea Benitez
2356,202355,R,1988,CRO,,Q6130240,Sanja Ancic
2357,202356,R,1988,CZE,,,Nikola Frankova
2358,202357,R,1987,ROU,,Q2640602,Madalina Gojnea
2359,202358,R,1986,RUS,,Q61714969,Irina Kotkina
2360,202359,R,1985,TPE,169.0,Q709937,Chin Wei Chan
2361,202360,R,1988,NED,,Q60679764,Marrit Boonstra
2362,202361,R,1987,JPN,,Q5389021,Erika Takao
2363,202362,R,1988,SRB,168.0,Q512645,Teodora Mircic
2364,202363,U,1989,INA,,Q7937868,Vivien Silfany Tony
2365,202364,R,1986,INA,161.0,Q4264154,Sandy Gumulya
2366,202365,R,1987,INA,,Q6502743,Lavinia Tananta
2367,202366,L,1988,IND,,Q7415438,Sanaa Bhambri
2368,202367,U,1987,CHN,,,Jing Ren
2369,202368,R,1987,GER,,,Tanja Ostertag
2370,202369,R,1988,IND,,Q7685077,Tara Iyer
2371,202370,R,1986,BRA,,Q10306632,Jenifer Widjaja
2372,202371,R,1985,USA,,,Lindsey Nelson
2373,202372,R,1991,HUN,,,Lucia Batta
2374,202373,R,1987,RUS,,,Ekaterina Afinogenova
2375,202374,R,1983,AUS,164.0,,Nicole Kriz
2376,202375,U,1984,FRA,,,Emilie Bacquet
2377,202376,R,1982,USA,,Q144343,Raquel Kops Jones
2378,202377,R,1991,USA,,,Brittany Augustine
2379,202378,R,1988,USA,,,Kirsten Flower
2380,202379,L,1992,USA,170.0,Q15055721,Chieh Yu Hsu
2381,202380,R,1983,ITA,183.0,,Silvia Disderi
2382,202381,R,1990,BLR,172.0,Q2626949,Ksenia Milevskaya
2383,202382,R,1987,CAN,,Q29050601,Ekaterina Shulaeva
2384,202383,U,1984,AUT,,,Eva Maria Hoch
2385,202384,R,1992,IND,,Q27487440,Kyra Shroff
2386,202385,U,1987,CHN,,Q67222798,Shan Shan Song
2387,202386,R,1990,KOR,,Q12337735,Sung Hee Han
2388,202387,R,1989,UZB,,Q4530716,Vlada Ekshibarova
2389,202388,R,1990,UZB,,Q106452067,Dilyara Saidkhodjaeva
2391,202390,R,1989,NZL,,Q5364751,Ellen Barry
2392,202391,U,1984,JPN,,,Akiko Yonemura
2393,202392,R,1988,CHI,,Q68224527,Melisa Miranda Otarola
2394,202393,R,1985,CHI,174.0,Q195893,Andrea Koch Benvenuto
2395,202394,R,1992,CHI,,Q5741991,Camila Silva
2396,202395,L,1987,ARG,171.0,Q2622565,Maria Irigoyen
2397,202396,L,1988,SWE,,Q4975293,Nadja Roma
2399,202398,R,1987,CZE,,,Veronika Chvojkova
2400,202399,R,1983,EST,,Q3742508,Margit Ruutel
2401,202400,R,1989,GBR,173.0,Q1972762,Anna Fitzpatrick
2402,202401,R,1989,GBR,175.0,,Amanda Elliott
2403,202402,L,1988,ESP,,,Eloisa Maria Compostizo De Andres
2404,202403,L,1990,ESP,165.0,,Leticia Costas
2405,202404,R,1989,ESP,,,Maite Gabarrus Alonso
2406,202405,L,1983,USA,157.0,,Alexis King
2407,202406,R,1989,SRB,,,Natasa Zoric
2408,202407,R,1991,HUN,,,Palma Kiraly
2409,202408,U,1986,USA,,,Amanda Fink
2410,202409,R,1994,UZB,,,Alisa Ogorodova
2411,202410,R,1989,GEO,170.0,Q1753608,Sofia Shapatava
2412,202411,U,1987,UZB,,,Sariya Khairova
2413,202412,R,1990,RUS,,,Maria Mokh
2414,202413,R,1988,ARG,170.0,Q2600852,Florencia Molinero
2415,202414,R,1994,USA,,Q85236851,Catherine Harrison
2416,202415,R,1991,MEX,,Q8044451,Ximena Hermoso
2417,202416,R,1989,THA,165.0,Q4103406,Nungnadda Wannasuk
2418,202417,R,1984,USA,,,Tetiana Luzhanska
2419,202418,R,1992,ESP,166.0,Q237146,Lara Arruabarrena
2420,202419,R,1993,POR,,Q5004832,Barbara Luz
2421,202420,R,1994,BEL,170.0,Q454683,An Sophie Mestach
2422,202421,R,1994,BEL,173.0,Q1976217,Alison Van Uytvanck
2423,202422,R,1987,JPN,154.0,Q2443685,Shuko Aoyama
2424,202423,U,1986,GER,,,Sarah Gronert
2425,202424,R,1990,SUI,174.0,Q5162081,Conny Perrin
2426,202425,R,1987,GBR,178.0,Q12193601,Samantha Murray
2427,202426,R,1991,USA,181.0,Q4992442,Julia Boserup
2428,202427,R,1991,GBR,180.0,Q770789,Johanna Konta
2429,202428,R,1991,NED,182.0,Q239733,Kiki Bertens
2430,202429,R,1991,ITA,168.0,Q34248,Camila Giorgi
2431,202430,R,1990,FRA,173.0,Q1942172,Alize Lim
2432,202431,R,1991,UKR,,,Tetyana Arefyeva
2433,202432,R,1991,SWE,,Q5761416,Hilda Melander
2434,202433,R,1989,ITA,,Q558949,Anna Giulia Remondina
2435,202434,R,1993,SRB,163.0,Q2631763,Aleksandra Krunic
2436,202435,U,1992,HUN,,Q7914294,Vanda Lukacs
2437,202436,R,1991,HUN,161.0,Q772600,Reka Luca Jani
2438,202437,R,1990,ITA,,Q4751868,Anastasia Grymalska
2439,202438,R,1987,CRO,,Q3446755,Ani Mijacika
2440,202439,R,1994,ITA,,,Silvia Albano
2441,202440,R,1992,ARG,170.0,Q269636,Paula Ormaechea
2442,202441,R,1994,RUS,,,Nina Khrisanova
2443,202442,R,1988,GEO,,Q7688056,Tatia Mikadze
2444,202443,R,1991,RUS,167.0,Q440162,Valeria Savinykh
2445,202444,R,1996,AZE,,,Kamilla Farhad
2446,202445,R,1992,RUS,168.0,Q247192,Valeria Solovieva
2447,202446,R,1994,CAN,178.0,Q439032,Eugenie Bouchard
2448,202447,R,1988,USA,180.0,Q54703,Alexandra Mueller
2449,202448,R,1993,USA,,Q23661760,Zoe Gwen Scandalis
2450,202449,R,1991,FRA,,Q452852,Victoria Larriere
2451,202450,R,1993,SVK,168.0,Q289388,Jana Cepelova
2452,202451,U,1989,AUT,,Q7030173,Nicole Rottmann
2453,202452,U,1989,CHN,,,Yi Jing Zhao
2454,202453,R,1994,CHN,170.0,Q197634,Saisai Zheng
2455,202454,R,1988,JPN,163.0,Q1616797,Erika Sema
2456,202455,U,1990,CHN,,,Yue Yue Hu
2457,202456,R,1990,ROU,170.0,Q239696,Alexandra Cadantu Ignatik
2458,202457,R,1988,NED,170.0,Q17229,Bibiane Schoofs
2459,202458,R,1996,AUS,166.0,Q84056,Ashleigh Barty
2460,202459,R,1987,AUS,170.0,,Bojana Bobusic
2461,202460,R,1994,TUN,167.0,Q290212,Ons Jabeur
2462,202461,R,1989,USA,170.0,,Julia Cohen
2463,202462,L,1988,COL,160.0,Q6369557,Karen Castiblanco
2464,202463,U,1990,ESP,,,Ines Ferrer Suarez
2465,202464,R,1993,COL,175.0,Q8060948,Yuliana Lizarazo
2466,202465,R,1987,CRO,,,Maria Abramovic
2467,202466,U,1988,MEX,,Q13512752,Nadia Abdala
2468,202467,R,1990,BUL,172.0,Q3657210,Elitsa Kostova
2469,202468,R,1994,USA,170.0,Q24159,Jessica Pegula
2470,202469,R,1993,ESP,182.0,Q34276,Garbine Muguruza
2471,202470,R,1994,GER,170.0,Q77157,Annika Beck
2472,202471,R,1992,DEN,,Q1729225,Karen Barbat
2473,202472,R,1987,FRA,,,Laura Thorpe
2474,202473,R,1982,ITA,,,Annalisa Bona
2475,202474,U,1986,HUN,,,Henrietta Habler
2476,202475,R,1991,BIH,,Q6161727,Jasmina Tinjic
2477,202476,U,1987,HUN,,,Csilla Borsanyi
2478,202477,R,1992,GER,171.0,Q63289,Dinah Pfizenmaier
2479,202478,R,1992,GBR,163.0,Q1616613,Tara Moore
2480,202479,R,1994,USA,163.0,Q54542,Grace Min
2481,202480,R,1992,NED,168.0,Q2352456,Richel Hogenkamp
2482,202481,R,1992,USA,,Q54579,Chi Chi Scholl
2483,202482,R,1996,AUT,165.0,Q4858938,Barbara Haas
2484,202483,R,1992,POL,172.0,Q641153,Sandra Zaniewska
2485,202484,R,1993,USA,168.0,Q53548,Nicole Gibbs
2486,202485,R,1987,SVK,,Q6150527,Jana Juricova
2487,202486,R,1991,USA,178.0,,Mallory Burdette
2488,202487,R,1992,ITA,178.0,Q1616815,Nastassja Burnett
2489,202488,R,1993,UKR,163.0,Q7911074,Valentyna Ivakhnenko
2490,202489,R,1995,GER,176.0,Q6757157,Carina Witthoeft
2491,202490,R,1995,SWE,173.0,Q6451785,Rebecca Peterson
2492,202491,R,1996,RUS,175.0,Q13512756,Varvara Flink
2493,202492,R,1992,CHN,172.0,Q4800760,Qiang Wang
2494,202493,L,1991,GEO,,Q5350353,Ekaterine Gorgodze
2495,202494,R,1994,UKR,174.0,Q270249,Elina Svitolina
2496,202495,R,1986,USA,,Q13512669,Jennifer Elie
2497,202496,R,1995,USA,188.0,Q53398,Samantha Crawford
2498,202497,R,1995,USA,178.0,Q53414,Victoria Duval
2499,202498,R,1990,ISR,171.0,Q1618676,Julia Glushko
2500,202499,R,1996,CRO,179.0,Q648854,Donna Vekic
2501,202500,R,1989,USA,178.0,Q34398,Maria Sanchez
2502,202501,U,1991,KOR,,Q21067290,Hyun Hui Hong
2503,202502,L,1994,KOR,172.0,Q16224631,So Ra Lee
2504,202503,R,1993,THA,167.0,Q539526,Luksika Kumkhum
2505,202504,R,1989,CHN,186.0,Q4706382,Ying Ying Duan
2506,202505,R,1997,SUI,175.0,Q509903,Belinda Bencic
2507,202506,R,1994,RUS,183.0,Q4134097,Margarita Gasparyan
2508,202507,R,1989,HKG,,Q7920023,Wing Yau Venise Chan
2509,202508,R,1994,CHN,179.0,Q2908103,Yuxuan Zhang
2522,202521,R,1983,HAI,,Q12894791,Neyssa Etienne
2523,202522,R,1983,ITA,,,Stefania Chieppa
2524,202523,R,1987,GER,,,Tatjana Priachin
2525,202524,R,1987,ITA,,,Giulia Gabba
2526,202525,U,1989,ITA,,,Erika Zanchetta
2527,202526,R,1987,RUS,,Q6763907,Marina Shamayko
2528,202527,R,1989,ITA,182.0,,Astrid Besser
2529,202528,R,1985,FRA,,,Nadege Vergos
2530,202529,R,1989,RUS,,,Natalia Orlova
2531,202530,R,1990,GER,,,Maxi Ehmer
2532,202531,U,1992,UKR,,,Oksana Pavlova
2533,202532,R,1988,UKR,,,Galyna Kosyk
2534,202533,R,1989,FRA,,,Estelle Guisard
2535,202534,R,1991,FRA,,,Nathalie Mohn
2536,202535,R,1982,FRA,,,Karla Mraz
2537,202536,R,1992,ROU,171.0,Q3614850,Ana Bogdan
2538,202537,R,1985,ITA,,,Federica Quercia
2540,202539,R,1990,AUS,170.0,Q4727012,Alison Bai
2541,202540,R,1985,SRB,,,Neda Kozic
2542,202541,R,1987,ITA,,,Verdiana Verardi
2543,202542,R,1984,ITA,,,Valentina Sulpizio
2544,202543,U,1986,ITA,,,Alexia Virgili
2545,202544,R,1991,ITA,,,Vivienne Vierin
2546,202545,R,1986,LAT,,Q13512731,Irina Kuzmina
2547,202546,R,1989,BUL,,,Tanya Germanlieva
2548,202547,U,1992,BUL,,,Liana Todorova
2549,202548,R,1985,ARG,,,Soledad Esperon
2550,202549,R,1981,MEX,,Q56223455,Erika Clarke Magana
2551,202550,R,1985,USA,,,Anne Yelsey
2552,202551,R,1993,GRE,,Q23059692,Eleni Kordolaimi
2553,202552,R,1991,GRE,,,Afroditi Latinopoulou
2554,202553,U,1986,GRE,,,Stamatia Fafaliou
2555,202554,R,1990,SVK,,,Klaudia Boczova
2556,202555,R,1988,FRA,,,Stephanie Vongsouthi
2557,202556,R,1984,SRB,,Q455507,Ana Jovanovic
2558,202557,U,1989,TUR,,Q22277714,Hulya Esen
2559,202558,U,1986,UKR,175.0,Q7922508,Veronika Kapshay
2560,202559,R,1988,POL,170.0,,Anna Korzeniak
2561,202560,U,1986,POL,,,Olga Brozda
2562,202561,R,1989,ITA,,,Evelyn Mayr
2563,202562,R,1986,DEN,,Q5649070,Hanne Skak Jensen
2564,202563,R,1985,NED,,Q7155101,Pauline Wong
2565,202564,R,1988,GBR,,Q2681118,Anna Smith
2566,202565,R,1985,JPN,,,Yuka Kuroda
2567,202566,R,1984,JPN,,,Tomoyo Takagishi
2568,202567,R,1989,TPE,,,Szu Yu Lin
2569,202568,R,1988,JPN,,,Yumi Nakano
2570,202569,U,1988,TPE,,,Lu Ling Chen
2571,202570,R,1993,TPE,175.0,Q452915,Hao Ching Chan
2572,202571,R,1989,TPE,,,Chi Fan Liu
2573,202572,R,1988,TPE,,Q21872543,I Hsuan Hwang
2574,202573,R,1988,TPE,,Q17418753,Wen Hsin Hsu
2575,202574,R,1980,JPN,,,Remi Tezuka
2576,202575,R,1982,JPN,162.0,,Kumiko Iijima
2577,202576,L,1990,CHN,,,Shaozhuo Liu
2578,202577,R,1985,FRA,,,Florence Haring
2579,202578,R,1988,ROU,173.0,Q12052895,Laura Ioana Andrei
2580,202579,R,1987,ITA,177.0,Q3769266,Giulia Gatto Monticone
2581,202580,R,1990,ITA,,Q3741540,Federica Di Sarra
2582,202581,L,1992,RSA,165.0,Q5071541,Chanel Simmonds
2583,202582,L,1986,RSA,,Q56224197,Lizaan Du Plessis
2584,202583,R,1985,USA,152.0,Q2338085,Megan Moulton Levy
2585,202584,R,1983,NED,,,Leonie Mekel
2586,202585,R,1986,MRI,,Q3293297,Marinne Giraud
2587,202586,R,1985,RSA,,Q6385927,Kelly Anderson
2588,202587,R,1989,BRA,,,Natalia Cheng
2589,202588,R,1983,ITA,173.0,,Nicole Clerico
2590,202589,R,1992,RSA,,,Christi Potgieter
2591,202590,R,1988,USA,,,Lena Litvak
2592,202591,R,1983,USA,,,Katie Ruckert
2593,202592,R,1984,GER,,,Julia Babilon
2594,202593,R,1987,ROU,,Q5271117,Diana Buzean
2595,202594,L,1992,ROU,183.0,Q2626148,Elena Bogdan
2596,202595,R,1991,ROU,,Q4720614,Alexandra Damaschin
2597,202596,L,1988,ROU,175.0,Q2439034,Mihaela Buzarnescu
2598,202597,U,1983,ARG,,,Veronica Spiegel
2599,202598,R,1988,FRA,,,Natalie Piquion
2600,202599,R,1991,ITA,,Q73225231,Alice Moroni
2601,202600,R,1995,BUL,170.0,Q10996110,Viktoriya Tomova
2602,202601,R,1991,BUL,,,Bistra Otashliyska
2603,202602,R,1986,POL,,,Patrycja Sanduska
2604,202603,L,1991,FRA,,,Cindy Chala
2605,202604,R,1993,GRE,178.0,Q13512708,Despina Papamichail
2606,202605,R,1991,ITA,,,Julia Mayr
2607,202606,R,1990,ITA,,Q5129175,Claudia Giovine
2608,202607,R,1986,TPE,,Q16203243,Yi Chen
2609,202608,U,1988,JPN,,,Akari Inoue
2610,202609,R,1993,JPN,,,Yuki Ito
2611,202610,R,1991,JPN,,,Aki Yamasoto
2612,202611,L,1990,GEO,184.0,Q197549,Oksana Kalashnikova
2613,202612,U,1992,USA,,,Courtney B Dolehide
2614,202613,R,1989,USA,170.0,,Kimberly Couts
2615,202614,R,1991,USA,178.0,Q6453895,Jacqueline Cako
2616,202615,R,1994,RSA,,Q19282110,Natasha Fourouclas
2617,202616,U,1991,POL,,Q5186420,Justyna Jegiolka
2618,202617,R,1993,USA,,,Ester Goldfeld
2619,202618,R,1992,RSA,,,Welma Luus
2620,202619,R,1992,BIH,178.0,Q3509738,Ema Burgic
2621,202620,R,1990,RUS,,,Yuliya Kalabina
2622,202621,L,1991,FRA,,Q64167134,Elixane Lechemia
2623,202622,R,1992,UKR,175.0,Q4222570,Lyudmyla Kichenok
2624,202623,R,1992,ITA,,,Valentine Confalonieri
2625,202624,R,1987,RUS,171.0,,Elena Chalova
2626,202625,R,1993,FRA,,,Melanie Maietti
2627,202626,R,1990,LIE,167.0,Q271158,Stephanie Vogt
2628,202627,U,1994,FRA,,,Fiona Gervais
2629,202628,R,1993,BEL,175.0,Q2626886,Maryna Zanevska
2630,202629,R,1991,VEN,165.0,Q5515977,Gabriela Paz
2631,202630,U,1988,USA,,,Eleanor Peters
2632,202631,L,1991,SUI,173.0,Q13359484,Lara Michel
2633,202632,U,1991,GER,,,Sarah Ellen Hofmann
2634,202633,R,1990,GER,170.0,,Nina Zander
2635,202634,R,1989,CHN,172.0,Q18062194,Chen Liang
2636,202635,L,1985,KOR,,Q6514164,Jin A Lee
2637,202636,R,1990,SVK,,Q231245,Zuzana Zlochova
2638,202637,R,1989,IND,,,Shivika Burman
2639,202638,U,1986,JPN,,,Chiaki Okadaue
2640,202639,R,1993,JPN,162.0,Q21622265,Akiko Omae
2641,202640,R,1991,FRA,158.0,Q16947762,Irina Ramialison
2642,202641,R,1991,RUS,,,Natalia Ryzhonkova
2643,202642,R,1991,ITA,170.0,Q3765057,Gioia Barbieri
2644,202643,R,1988,USA,178.0,,Yasmin Schnack
2645,202644,U,1992,TPE,,Q26207477,Ting Fei Juan
2646,202645,R,1990,INA,160.0,Q6187937,Jessy Rompies
2647,202646,R,1989,BRA,163.0,Q4750294,Ana Clara Duarte
2648,202647,R,1995,RSA,,Q13512773,Madrie Le Roux
2649,202648,R,1994,MAD,,Q8066586,Zarah Razafimahatratra
2650,202649,R,1995,RSA,,Q13512769,Lynn Kiro
2651,202650,R,1991,BEL,,,Gally De Wael
2652,202651,R,1991,GBR,,Q6558491,Lisa Whybourn
2653,202652,U,1991,GER,,,Kim Alice Grajdek
2654,202653,R,1993,CZE,180.0,Q16725789,Denisa Allertova
2655,202654,R,1991,CZE,,,Martina Pradova
2656,202655,R,1992,GER,,,Gesa Focke
2657,202656,R,1996,FRA,,Q64148575,Estelle Cascino
2658,202657,R,1992,CRO,,,Dijana Banovec
2659,202658,R,1985,FRA,175.0,,Audrey Bergot
2660,202659,R,1990,CRO,173.0,Q5212359,Tereza Mrdeza
2661,202660,R,1990,GBR,,,Jade Windley
2662,202661,R,1993,GBR,,,Lucy Brown
2663,202662,R,1995,ITA,,Q29555684,Camilla Rosatello
2664,202663,R,1992,POL,171.0,Q722311,Magda Linette
2665,202664,L,1989,BRA,170.0,Q4102553,Roxane Vaisemberg
2666,202665,R,1992,FRA,,,Jessica Ginier
2667,202666,R,1988,GER,167.0,,Nicola Geuer
2668,202667,R,1993,RUS,,Q19282036,Natela Dzalamidze
2669,202668,R,1992,GER,,Q19899688,Sina Haas
2670,202669,R,1993,ROU,,Q5186338,Cristina Dinu
2671,202670,R,1991,ROU,,,Elora Dabija
2672,202671,R,1991,ROU,175.0,Q3697548,Cristina Andreea Mitu
2673,202672,R,1993,RUS,173.0,Q5350350,Ekaterina Yashina
2674,202673,U,1996,KAZ,,,Anastasiya Yepisheva
2675,202674,R,1993,RUS,,,Alexandra Romanova
2676,202675,R,1992,KAZ,,,Aselya Arginbayeva
2677,202676,U,1992,IND,,Q7240690,Prerna Bhambri
2678,202677,R,1996,KAZ,,Q23661763,Ekaterina Klyueva
2679,202678,R,1992,BLR,181.0,,Polina Pekhova
2680,202679,L,1995,UKR,,,Yuliya Lysa
2681,202680,R,1988,RUS,173.0,,Maria Zharkova
2682,202681,R,1992,CAN,175.0,Q5515953,Gabriela Dabrowski
2683,202682,R,1994,ITA,,,Sara Eccel
2684,202683,R,1989,CHN,,Q4801752,Wan Ting Liu
2685,202684,R,1994,CHN,173.0,Q17319111,Lin Zhu
2686,202685,R,1992,JPN,173.0,Q15700787,Misa Eguchi
2687,202686,U,1993,CHN,,,Di Zhao
2688,202687,R,1994,CHN,,Q18128726,Ran Tian
2689,202688,R,1991,BUL,184.0,Q6078092,Isabella Shinikova
2690,202689,U,1993,HUN,,,Vaszilisza Bulgakova
2691,202690,R,1993,GER,,,Hristina Dishkova
2692,202691,U,1993,BUL,,Q66684985,Ani Vangelova
2693,202692,U,1997,BUL,,,Radina Dimitrova
2694,202693,R,1995,TPE,165.0,Q18637630,Ya Hsuan Lee
2695,202694,R,1988,BRA,168.0,Q34410,Teliana Pereira
2696,202695,R,1992,BUL,170.0,Q4715613,Aleksandrina Naydenova
2697,202696,R,1989,ITA,,,Federica Grazioso
2698,202697,U,1996,USA,,,Anne Liz Jeukeng
2699,202698,R,1990,USA,,,Alessondra Parra
2700,202699,U,1996,USA,,,Ryann Foster
2701,202700,R,1996,BAH,,Q16219268,Simone Pratt
2702,202701,L,1995,RUS,170.0,Q2187618,Irina Khromacheva
2703,202702,R,1994,CZE,176.0,Q13377560,Tereza Smitkova
2704,202703,R,1990,FRA,,Q16947785,Constance Sibille
2705,202704,U,1990,ESP,,Q22236572,Rocio De La Torre Sanchez
2706,202705,R,1992,PAR,163.0,Q438508,Veronica Cepede Royg
2707,202706,R,1994,FRA,162.0,Q19938320,Manon Arcangioli
2708,202707,R,1990,FRA,174.0,Q6948568,Myrtille Georges
2710,202709,R,1980,GUA,,Q47087780,Jessica Lehnhoff
