,ranking_date,rank,player,points,tours
72162,2024-12-30,1,214544,9416,21
72163,2024-12-30,2,216347,8295,18
72164,2024-12-30,3,221103,6530,22
72165,2024-12-30,4,211148,5344,20
72166,2024-12-30,5,221012,5340,21
72167,2024-12-30,6,214981,5171,20
72168,2024-12-30,7,202468,4705,19
72169,2024-12-30,8,215613,3589,25
72170,2024-12-30,9,214082,3368,24
72171,2024-12-30,10,206252,3214,17
72172,2024-12-30,11,203389,3178,19
72173,2024-12-30,12,211651,2908,20
72174,2024-12-30,13,223670,2895,27
72175,2024-12-30,14,214939,2743,20
72176,2024-12-30,15,211533,2588,21
72177,2024-12-30,16,259799,2578,17
72178,2024-12-30,17,206242,2554,26
72179,2024-12-30,18,216146,2493,21
72180,2024-12-30,19,202499,2258,21
72181,2024-12-30,20,201458,2127,17
72182,2024-12-30,21,201619,2126,16
72183,2024-12-30,22,214096,1971,12
72184,2024-12-30,23,202494,1942,17
72185,2024-12-30,24,211107,1931,23
72186,2024-12-30,25,211684,1928,29
72187,2024-12-30,26,222328,1913,18
72188,2024-12-30,27,214643,1885,24
72189,2024-12-30,28,206420,1848,26
72190,2024-12-30,29,201709,1844,22
72191,2024-12-30,30,201499,1807,20
72192,2024-12-30,31,220367,1755,23
72193,2024-12-30,32,206289,1743,17
72194,2024-12-30,33,215035,1565,21
72195,2024-12-30,34,210722,1554,25
72196,2024-12-30,35,215713,1482,22
72197,2024-12-30,36,216153,1461,15
72198,2024-12-30,37,216133,1418,26
72199,2024-12-30,38,202663,1376,26
72200,2024-12-30,39,214954,1363,14
72201,2024-12-30,40,215138,1300,20
72202,2024-12-30,41,201662,1265,20
72203,2024-12-30,42,202460,1226,16
72204,2024-12-30,43,220589,1182,23
72205,2024-12-30,44,213631,1178,27
72206,2024-12-30,45,211701,1177,27
72207,2024-12-30,46,211685,1166,24
72208,2024-12-30,47,220548,1139,27
72209,2024-12-30,48,201614,1099,17
72210,2024-12-30,49,206294,1082,29
72211,2024-12-30,50,220704,1070,25
72212,2024-12-30,51,215337,1055,18
72213,2024-12-30,52,220714,1048,25
72214,2024-12-30,53,202600,1047,29
72215,2024-12-30,54,222601,1046,26
72216,2024-12-30,55,211843,1030,25
72217,2024-12-30,56,221054,1025,14
72218,2024-12-30,57,211768,1014,17
72219,2024-12-30,58,220465,991,25
72220,2024-12-30,59,215785,989,23
72221,2024-12-30,60,215872,987,32
72222,2024-12-30,61,206374,983,24
72223,2024-12-30,62,220416,981,29
72224,2024-12-30,63,220348,979,25
72225,2024-12-30,64,221909,969,25
72226,2024-12-30,65,210886,955,25
72227,2024-12-30,66,219875,949,27
72228,2024-12-30,67,220520,924,24
72229,2024-12-30,68,203501,916,18
72230,2024-12-30,69,201514,914,17
72231,2024-12-30,70,201496,908,13
72232,2024-12-30,71,211095,896,24
72233,2024-12-30,72,206368,888,27
72234,2024-12-30,73,214459,887,30
72235,2024-12-30,74,201585,882,25
72236,2024-12-30,75,213887,882,32
72237,2024-12-30,76,201551,871,32
72238,2024-12-30,77,215020,866,32
72239,2024-12-30,78,214452,864,26
72240,2024-12-30,79,201593,853,15
72241,2024-12-30,80,201696,851,21
72242,2024-12-30,81,213550,848,25
72243,2024-12-30,82,219917,841,33
72244,2024-12-30,83,222965,838,27
72245,2024-12-30,84,222661,836,16
72246,2024-12-30,85,211713,832,26
72247,2024-12-30,86,213583,826,36
72248,2024-12-30,87,215480,821,30
72249,2024-12-30,88,220309,818,24
72250,2024-12-30,89,215898,816,26
72251,2024-12-30,90,203530,814,21
72252,2024-12-30,91,203463,813,32
72253,2024-12-30,92,221024,805,26
72254,2024-12-30,93,214388,800,35
72255,2024-12-30,94,214604,797,30
72256,2024-12-30,95,213889,791,29
72257,2024-12-30,96,215983,787,28
72258,2024-12-30,97,216265,781,26
72259,2024-12-30,98,216016,774,27
72260,2024-12-30,99,216262,770,28
72261,2024-12-30,100,206408,767,28
72262,2024-12-30,101,263857,762,26
72263,2024-12-30,102,201606,756,28
72264,2024-12-30,103,213710,755,25
72265,2024-12-30,104,211279,754,26
72266,2024-12-30,105,201506,717,21
72267,2024-12-30,106,204427,714,25
72268,2024-12-30,107,221236,701,35
72269,2024-12-30,108,201611,696,22
72270,2024-12-30,109,201548,691,18
72271,2024-12-30,110,203533,689,26
72272,2024-12-30,111,206219,682,23
72273,2024-12-30,112,220435,670,25
72274,2024-12-30,113,214040,654,30
72275,2024-12-30,114,202536,653,21
72276,2024-12-30,115,201615,648,23
26717,2024-05-13,116,202429,681,0
72277,2024-12-30,116,233741,645,29
72278,2024-12-30,117,221905,639,23
72279,2024-12-30,118,223331,635,22
72280,2024-12-30,119,221985,630,39
72281,2024-12-30,120,202684,601,20
72282,2024-12-30,121,211817,598,19
72283,2024-12-30,122,201549,597,24
72284,2024-12-30,123,203564,593,34
72285,2024-12-30,124,203354,592,32
72286,2024-12-30,125,222233,587,25
72287,2024-12-30,126,256684,580,28
72288,2024-12-30,127,220699,578,28
72289,2024-12-30,128,216081,576,25
72290,2024-12-30,129,201478,570,35
72291,2024-12-30,130,216566,567,28
72292,2024-12-30,131,220332,566,17
72293,2024-12-30,132,215370,563,10
72294,2024-12-30,133,211316,557,26
72295,2024-12-30,134,221096,552,22
72296,2024-12-30,135,213525,550,24
72297,2024-12-30,136,213544,545,22
72298,2024-12-30,137,214262,544,18
72299,2024-12-30,138,221237,535,22
72300,2024-12-30,139,220750,531,24
72301,2024-12-30,140,230870,530,31
72302,2024-12-30,141,213646,520,22
72303,2024-12-30,142,222045,518,26
72304,2024-12-30,143,205925,516,23
72305,2024-12-30,144,214119,506,29
72306,2024-12-30,145,211702,496,30
72307,2024-12-30,146,214593,494,27
72308,2024-12-30,147,223253,490,32
72309,2024-12-30,148,221883,487,28
72310,2024-12-30,149,206417,486,28
72311,2024-12-30,150,260170,478,22
72312,2024-12-30,151,222966,475,23
72313,2024-12-30,152,215936,474,19
72314,2024-12-30,153,232447,473,26
72315,2024-12-30,154,213666,471,26
72316,2024-12-30,155,215910,466,27
72317,2024-12-30,156,223286,465,28
72318,2024-12-30,157,215988,459,32
72319,2024-12-30,158,220742,459,32
72320,2024-12-30,159,221039,456,33
72321,2024-12-30,160,206007,444,32
72322,2024-12-30,161,239383,441,15
72323,2024-12-30,162,201586,440,21
72324,2024-12-30,163,221333,439,24
72325,2024-12-30,164,201613,434,32
72326,2024-12-30,165,215996,432,28
72327,2024-12-30,166,220662,432,29
72328,2024-12-30,167,211880,427,26
72329,2024-12-30,168,211337,424,31
72330,2024-12-30,169,215306,422,32
72331,2024-12-30,170,223194,419,28
72332,2024-12-30,171,201621,414,28
72333,2024-12-30,172,211635,413,31
72334,2024-12-30,173,210303,413,32
72335,2024-12-30,174,215899,409,28
72336,2024-12-30,175,214386,408,21
72337,2024-12-30,176,221407,406,18
72338,2024-12-30,177,252499,405,9
72339,2024-12-30,178,259104,398,12
72340,2024-12-30,179,214839,398,15
72341,2024-12-30,180,223323,391,30
72342,2024-12-30,181,214461,390,23
72343,2024-12-30,182,213908,381,25
72344,2024-12-30,183,215572,381,33
72345,2024-12-30,184,222290,380,25
72346,2024-12-30,185,236957,374,19
72347,2024-12-30,186,239389,367,21
72348,2024-12-30,187,204411,366,5
72349,2024-12-30,188,222017,363,27
72350,2024-12-30,189,260300,361,10
72351,2024-12-30,190,214507,360,24
72352,2024-12-30,191,221911,355,26
72353,2024-12-30,192,222258,354,30
72354,2024-12-30,193,223410,353,25
72355,2024-12-30,194,215018,352,28
72356,2024-12-30,195,211765,352,25
72357,2024-12-30,196,259967,352,25
72358,2024-12-30,197,213949,351,32
72359,2024-12-30,198,214826,350,23
72360,2024-12-30,199,215571,348,25
72361,2024-12-30,200,211260,346,21
72814,2024-12-30,201,203500,345,20
72815,2024-12-30,202,213779,345,30
72816,2024-12-30,203,222391,345,11
72817,2024-12-30,204,223333,343,29
54130,2024-09-23,205,201493,344,11
72818,2024-12-30,205,201533,340,15
72819,2024-12-30,206,215807,340,28
72820,2024-12-30,207,221434,337,20
72821,2024-12-30,208,213734,336,23
72822,2024-12-30,209,214521,334,26
72823,2024-12-30,210,201540,334,31
72824,2024-12-30,211,221257,332,27
72825,2024-12-30,212,215453,331,26
72826,2024-12-30,213,214480,330,32
72827,2024-12-30,214,222559,330,25
72828,2024-12-30,215,239156,329,24
72829,2024-12-30,216,222506,329,27
72830,2024-12-30,217,220733,328,38
72831,2024-12-30,218,213706,324,31
72832,2024-12-30,219,220554,324,22
72833,2024-12-30,220,215151,323,22
72834,2024-12-30,221,215259,323,29
72835,2024-12-30,222,214149,318,31
72836,2024-12-30,223,243420,317,24
72837,2024-12-30,224,211846,316,30
72838,2024-12-30,225,215290,315,30
72839,2024-12-30,226,203435,315,34
72840,2024-12-30,227,220781,315,28
72841,2024-12-30,228,203514,313,25
49966,2024-09-02,229,202421,315,0
72842,2024-12-30,229,221191,312,27
72843,2024-12-30,230,214453,310,30
72844,2024-12-30,231,222080,310,28
72845,2024-12-30,232,210622,309,21
72846,2024-12-30,233,213873,308,29
72847,2024-12-30,234,213998,308,30
72848,2024-12-30,235,206292,307,26
72849,2024-12-30,236,215946,302,33
72850,2024-12-30,237,213576,301,28
72851,2024-12-30,238,214236,301,22
72852,2024-12-30,239,238184,300,10
72853,2024-12-30,240,206255,297,25
72854,2024-12-30,241,215037,296,29
72855,2024-12-30,242,222919,291,27
72856,2024-12-30,243,221247,290,42
72857,2024-12-30,244,215064,290,30
72858,2024-12-30,245,216055,287,31
72859,2024-12-30,246,203475,286,33
72860,2024-12-30,247,236955,286,19
72861,2024-12-30,248,212303,283,35
72862,2024-12-30,249,211844,282,27
72863,2024-12-30,250,211411,278,12
72864,2024-12-30,251,210705,277,32
72865,2024-12-30,252,221124,277,28
72866,2024-12-30,253,214577,275,27
72867,2024-12-30,254,234222,274,22
72868,2024-12-30,255,220446,273,21
72869,2024-12-30,256,222675,272,22
72870,2024-12-30,257,211329,272,28
72871,2024-12-30,258,238075,270,17
72872,2024-12-30,259,215992,267,22
72873,2024-12-30,260,213849,265,29
72874,2024-12-30,261,204294,263,19
72875,2024-12-30,262,215062,263,18
72876,2024-12-30,263,220489,262,26
72877,2024-12-30,264,239436,260,28
72878,2024-12-30,265,252587,259,19
72879,2024-12-30,266,220735,259,31
72880,2024-12-30,267,215314,256,27
72881,2024-12-30,268,221406,256,22
72882,2024-12-30,269,214906,255,13
72883,2024-12-30,270,201616,253,17
72884,2024-12-30,271,221626,253,18
72885,2024-12-30,272,223087,249,25
72886,2024-12-30,273,203281,247,35
72887,2024-12-30,274,216097,246,27
72888,2024-12-30,275,203288,244,23
72889,2024-12-30,276,215614,244,24
72890,2024-12-30,277,220722,242,32
72891,2024-12-30,278,213837,242,22
72892,2024-12-30,279,211227,241,24
72893,2024-12-30,280,238064,240,18
72894,2024-12-30,281,202604,238,30
72895,2024-12-30,282,220716,233,21
72896,2024-12-30,283,220808,233,12
72897,2024-12-30,284,211539,232,18
72898,2024-12-30,285,206102,232,30
72899,2024-12-30,286,202434,230,18
72900,2024-12-30,287,211552,229,25
72901,2024-12-30,288,259857,227,18
72902,2024-12-30,289,221073,225,27
72903,2024-12-30,290,211063,225,33
72904,2024-12-30,291,214319,222,23
72905,2024-12-30,292,239438,221,19
72906,2024-12-30,293,211878,218,26
72907,2024-12-30,294,202669,217,24
72908,2024-12-30,295,214219,217,12
72909,2024-12-30,296,252531,216,20
72910,2024-12-30,297,203513,214,21
72911,2024-12-30,298,223321,214,30
72912,2024-12-30,299,206430,213,25
72913,2024-12-30,300,214646,212,28
72914,2024-12-30,301,201555,212,14
72915,2024-12-30,302,259733,212,20
72916,2024-12-30,303,221164,211,22
72917,2024-12-30,304,221512,211,20
72918,2024-12-30,305,222296,209,18
72919,2024-12-30,306,221768,209,24
72920,2024-12-30,307,215096,209,21
72921,2024-12-30,308,211342,209,21
72922,2024-12-30,309,222189,209,22
72923,2024-12-30,310,213767,208,21
72924,2024-12-30,311,223168,207,10
72925,2024-12-30,312,214535,206,27
72926,2024-12-30,313,211809,206,22
72927,2024-12-30,314,211643,202,19
72928,2024-12-30,315,214992,201,28
72929,2024-12-30,316,220432,201,18
72930,2024-12-30,317,220770,200,20
72931,2024-12-30,318,220466,200,13
72932,2024-12-30,319,222184,200,16
72933,2024-12-30,320,260581,199,26
72934,2024-12-30,321,215550,199,24
72935,2024-12-30,322,215588,199,20
72936,2024-12-30,323,233747,199,26
72937,2024-12-30,324,220842,197,26
72938,2024-12-30,325,221023,197,31
72939,2024-12-30,326,221307,196,12
72940,2024-12-30,327,266671,195,13
72941,2024-12-30,328,221187,195,21
72942,2024-12-30,329,211019,194,22
72943,2024-12-30,330,202662,192,24
72944,2024-12-30,331,206124,190,21
72945,2024-12-30,332,221086,190,15
72946,2024-12-30,333,239475,190,17
72947,2024-12-30,334,215592,189,21
72948,2024-12-30,335,220997,188,30
72949,2024-12-30,336,215398,188,22
72950,2024-12-30,337,223335,188,23
72951,2024-12-30,338,201693,187,16
72952,2024-12-30,339,216367,187,21
72953,2024-12-30,340,210337,186,27
72954,2024-12-30,341,201603,183,11
72955,2024-12-30,342,215566,183,22
72956,2024-12-30,343,222878,183,23
72957,2024-12-30,344,211874,183,27
72958,2024-12-30,345,214254,182,24
72959,2024-12-30,346,215372,181,22
72960,2024-12-30,347,201666,178,20
72961,2024-12-30,348,220757,178,25
72962,2024-12-30,349,239456,177,24
72963,2024-12-30,350,216213,177,24
72964,2024-12-30,351,214181,177,17
72965,2024-12-30,352,246481,176,27
72966,2024-12-30,353,216062,175,12
72967,2024-12-30,354,252493,175,19
72968,2024-12-30,355,215166,174,21
72969,2024-12-30,356,214684,173,22
72970,2024-12-30,357,204419,173,34
72971,2024-12-30,358,221020,173,28
72972,2024-12-30,359,221018,173,18
72973,2024-12-30,360,211407,172,19
72974,2024-12-30,361,203578,172,16
72975,2024-12-30,362,221382,172,27
72976,2024-12-30,363,211344,171,15
72977,2024-12-30,364,213821,171,16
72978,2024-12-30,365,202688,170,26
72979,2024-12-30,366,220364,170,41
72980,2024-12-30,367,201481,169,18
72981,2024-12-30,368,221168,168,22
72982,2024-12-30,369,202414,167,13
72983,2024-12-30,370,221141,166,24
72984,2024-12-30,371,216587,164,22
72985,2024-12-30,372,260761,164,15
72986,2024-12-30,373,263644,163,9
72987,2024-12-30,374,214741,163,22
72988,2024-12-30,375,214301,163,20
72989,2024-12-30,376,202492,162,13
72990,2024-12-30,377,215386,161,19
72991,2024-12-30,378,239476,161,21
72992,2024-12-30,379,215804,160,25
72993,2024-12-30,380,221220,160,21
72994,2024-12-30,381,215832,160,22
72995,2024-12-30,382,201610,159,10
72996,2024-12-30,383,211269,159,22
72997,2024-12-30,384,214600,158,17
72998,2024-12-30,385,221157,158,23
72999,2024-12-30,386,215019,158,23
73000,2024-12-30,387,214081,157,18
73001,2024-12-30,388,215802,156,17
73002,2024-12-30,389,260168,156,15
73003,2024-12-30,390,221469,155,19
73004,2024-12-30,391,201427,154,13
73005,2024-12-30,392,211921,154,22
73006,2024-12-30,393,202493,152,20
73007,2024-12-30,394,259591,152,19
73008,2024-12-30,395,222223,151,12
73009,2024-12-30,396,221004,151,19
73010,2024-12-30,397,214418,151,15
73011,2024-12-30,398,219887,150,23
73012,2024-12-30,399,221210,149,14
73013,2024-12-30,400,215878,149,19
73014,2024-12-30,401,214930,148,20
73015,2024-12-30,402,221243,147,23
73016,2024-12-30,403,211328,146,16
73017,2024-12-30,404,214935,146,17
73018,2024-12-30,405,223325,146,19
73019,2024-12-30,406,213672,145,15
73020,2024-12-30,407,215501,145,18
73021,2024-12-30,408,230882,145,27
73022,2024-12-30,409,220673,144,22
73023,2024-12-30,410,221099,144,29
73024,2024-12-30,411,246478,143,22
73025,2024-12-30,412,222145,143,9
73026,2024-12-30,413,222092,143,28
73027,2024-12-30,414,220597,142,20
73028,2024-12-30,415,215431,141,21
73029,2024-12-30,416,231639,141,20
73030,2024-12-30,417,221003,141,18
73031,2024-12-30,418,204309,140,19
73032,2024-12-30,419,223302,139,20
73033,2024-12-30,420,206248,139,22
73034,2024-12-30,421,220718,138,23
73035,2024-12-30,422,239397,137,20
73036,2024-12-30,423,206335,135,14
73037,2024-12-30,424,239392,135,23
73038,2024-12-30,425,214696,135,24
73039,2024-12-30,426,213530,135,16
73040,2024-12-30,427,220454,134,21
73041,2024-12-30,428,252495,134,13
73042,2024-12-30,429,244087,134,19
73043,2024-12-30,430,204394,133,19
73044,2024-12-30,431,221014,133,20
73045,2024-12-30,432,222297,133,19
73046,2024-12-30,433,221209,133,18
73047,2024-12-30,434,211031,132,25
73048,2024-12-30,435,214784,132,20
73049,2024-12-30,436,203379,131,16
73050,2024-12-30,437,239386,131,13
73051,2024-12-30,438,220560,131,19
73052,2024-12-30,439,222859,130,23
73053,2024-12-30,440,216579,130,18
73054,2024-12-30,441,210847,130,18
73055,2024-12-30,442,211529,130,27
73056,2024-12-30,443,202672,129,27
73057,2024-12-30,444,215778,129,16
73058,2024-12-30,445,203462,128,13
73059,2024-12-30,446,216116,128,20
73060,2024-12-30,447,221465,127,21
73061,2024-12-30,448,211541,127,19
73062,2024-12-30,449,211222,126,23
73063,2024-12-30,450,213855,126,12
54375,2024-09-23,450,201520,125,5
73064,2024-12-30,451,222171,124,18
73065,2024-12-30,452,206194,123,21
73066,2024-12-30,453,222458,122,22
73067,2024-12-30,454,202443,121,18
73068,2024-12-30,455,216324,121,16
73069,2024-12-30,456,213620,121,20
73070,2024-12-30,457,220613,121,22
73071,2024-12-30,458,206105,119,18
73072,2024-12-30,459,214653,119,21
73073,2024-12-30,460,215811,117,20
73074,2024-12-30,461,202693,116,9
73075,2024-12-30,462,222397,116,21
73076,2024-12-30,463,220513,115,18
73077,2024-12-30,464,211756,114,9
73078,2024-12-30,465,259913,114,15
73079,2024-12-30,466,221398,114,16
73080,2024-12-30,467,221031,113,20
73081,2024-12-30,468,222156,113,17
73082,2024-12-30,469,221885,113,7
73083,2024-12-30,470,211814,112,15
73084,2024-12-30,471,202921,112,19
73085,2024-12-30,472,221952,112,18
73086,2024-12-30,473,232881,112,19
73087,2024-12-30,474,216160,112,20
73088,2024-12-30,475,221362,111,14
73089,2024-12-30,476,216095,111,20
73090,2024-12-30,477,214919,110,16
73091,2024-12-30,478,215840,109,26
73092,2024-12-30,479,236972,109,15
73093,2024-12-30,480,216044,109,21
73094,2024-12-30,481,201545,108,2
73095,2024-12-30,482,214862,108,21
73096,2024-12-30,483,204223,108,11
73097,2024-12-30,484,247647,107,19
73098,2024-12-30,485,206362,107,20
73099,2024-12-30,486,213853,107,20
73100,2024-12-30,487,201672,106,21
73101,2024-12-30,488,260913,106,15
73102,2024-12-30,489,202505,106,7
73103,2024-12-30,490,260167,106,20
73104,2024-12-30,491,223397,106,17
73105,2024-12-30,492,221265,106,18
73106,2024-12-30,493,223360,105,11
73107,2024-12-30,494,215820,104,20
73108,2024-12-30,495,233742,104,18
73109,2024-12-30,496,216385,103,12
73110,2024-12-30,497,202454,102,19
73111,2024-12-30,498,214505,102,22
73112,2024-12-30,499,206075,101,30
73113,2024-12-30,500,221364,101,19
73114,2024-12-30,501,221486,100,21
73115,2024-12-30,502,215077,100,22
61519,2024-11-04,502,201513,101,2
73116,2024-12-30,503,223415,99,17
73117,2024-12-30,504,222667,98,24
73118,2024-12-30,505,215806,97,20
73119,2024-12-30,506,266376,97,3
73120,2024-12-30,507,213974,97,19
73121,2024-12-30,508,220053,97,20
73122,2024-12-30,509,215726,96,19
73123,2024-12-30,510,219625,96,23
73124,2024-12-30,511,221000,96,14
73125,2024-12-30,512,214599,96,14
73126,2024-12-30,513,213772,96,21
73127,2024-12-30,514,201524,95,17
73128,2024-12-30,515,220550,95,20
73129,2024-12-30,516,202410,95,24
73130,2024-12-30,517,259685,94,10
73131,2024-12-30,518,222396,94,9
73132,2024-12-30,519,220713,94,17
73133,2024-12-30,520,215468,94,12
73134,2024-12-30,521,213657,93,17
73135,2024-12-30,522,213947,93,16
73136,2024-12-30,523,214541,92,17
73137,2024-12-30,524,221181,92,16
73138,2024-12-30,525,221377,92,17
73139,2024-12-30,526,214779,92,17
73140,2024-12-30,527,215697,92,17
73141,2024-12-30,528,204431,91,11
73142,2024-12-30,529,221139,91,18
73143,2024-12-30,530,204246,90,18
73144,2024-12-30,531,222137,90,18
73145,2024-12-30,532,240996,90,13
73146,2024-12-30,533,220351,90,17
73147,2024-12-30,534,215647,90,12
73148,2024-12-30,535,221886,90,14
73149,2024-12-30,536,247669,90,15
73150,2024-12-30,537,202671,89,15
73151,2024-12-30,538,215250,89,6
73152,2024-12-30,539,220054,89,8
73153,2024-12-30,540,216083,88,6
73154,2024-12-30,541,214191,86,12
73155,2024-12-30,542,221945,86,15
73156,2024-12-30,543,220946,86,15
73157,2024-12-30,544,239442,85,10
73158,2024-12-30,545,213584,85,15
73159,2024-12-30,546,215693,85,26
73160,2024-12-30,547,260714,84,8
73161,2024-12-30,548,222895,84,18
73162,2024-12-30,549,216225,84,20
73163,2024-12-30,550,214238,84,21
73164,2024-12-30,551,210138,83,17
73165,2024-12-30,552,222837,83,4
73166,2024-12-30,553,222276,83,16
73167,2024-12-30,554,216013,82,9
73168,2024-12-30,555,214546,82,20
73169,2024-12-30,556,222259,82,13
73170,2024-12-30,557,230880,82,18
73171,2024-12-30,558,245094,82,13
73172,2024-12-30,559,203509,82,26
73173,2024-12-30,560,215733,82,18
73174,2024-12-30,561,239477,82,19
73175,2024-12-30,562,264075,81,6
73176,2024-12-30,563,214020,81,17
73177,2024-12-30,564,223399,81,16
73178,2024-12-30,565,215879,81,17
73179,2024-12-30,566,221309,79,14
73180,2024-12-30,567,220492,79,15
73181,2024-12-30,568,211920,78,24
73182,2024-12-30,569,213753,78,16
73183,2024-12-30,570,263872,77,10
73184,2024-12-30,571,221354,77,10
73185,2024-12-30,572,221657,77,19
73186,2024-12-30,573,202490,76,8
73187,2024-12-30,574,261972,76,7
73188,2024-12-30,575,215039,76,11
73189,2024-12-30,576,256705,76,10
73190,2024-12-30,577,221369,76,11
73191,2024-12-30,578,222980,75,9
73192,2024-12-30,579,256712,75,16
73193,2024-12-30,580,221190,74,21
73194,2024-12-30,581,245076,74,4
73195,2024-12-30,582,214868,74,10
73196,2024-12-30,583,214909,74,20
73197,2024-12-30,584,201435,73,13
73198,2024-12-30,585,264149,73,11
73199,2024-12-30,586,252488,73,25
73200,2024-12-30,587,221150,73,16
73201,2024-12-30,588,221055,73,16
73202,2024-12-30,589,203591,72,9
73203,2024-12-30,590,211820,72,9
73204,2024-12-30,591,220680,72,6
73205,2024-12-30,592,264187,72,17
73206,2024-12-30,593,215909,72,17
73207,2024-12-30,594,203537,71,12
73208,2024-12-30,595,215134,71,24
73209,2024-12-30,596,215219,70,1
73210,2024-12-30,597,214189,70,14
73211,2024-12-30,598,214136,70,21
73212,2024-12-30,599,219983,70,14
73213,2024-12-30,600,220591,69,16
73214,2024-12-30,601,215189,69,18
73215,2024-12-30,602,213771,69,18
73216,2024-12-30,603,222369,68,16
73217,2024-12-30,604,216287,68,16
73218,2024-12-30,605,220672,68,18
73219,2024-12-30,606,215937,67,14
73220,2024-12-30,607,206345,67,14
73221,2024-12-30,608,221395,67,15
73222,2024-12-30,609,235160,67,18
73223,2024-12-30,610,214713,67,21
73224,2024-12-30,611,201554,66,13
73225,2024-12-30,612,214297,66,16
73226,2024-12-30,613,216162,66,16
73227,2024-12-30,614,260598,66,19
73228,2024-12-30,615,202639,66,9
73229,2024-12-30,616,216268,66,11
73230,2024-12-30,617,216260,66,14
54543,2024-09-23,618,206108,65,1
73231,2024-12-30,618,221109,65,19
73232,2024-12-30,619,241714,65,17
73233,2024-12-30,620,216139,64,15
73234,2024-12-30,621,211901,64,9
73235,2024-12-30,622,266864,64,8
73236,2024-12-30,623,214271,64,21
73237,2024-12-30,624,202580,63,12
73238,2024-12-30,625,211646,63,15
73239,2024-12-30,626,215144,63,13
73240,2024-12-30,627,239453,63,14
73241,2024-12-30,628,220392,63,16
73242,2024-12-30,629,214860,63,16
73243,2024-12-30,630,214540,63,17
73244,2024-12-30,631,222299,62,16
73245,2024-12-30,632,259754,62,19
73246,2024-12-30,633,223100,62,20
73247,2024-12-30,634,212043,61,15
73248,2024-12-30,635,223671,61,13
73249,2024-12-30,636,260306,61,11
73250,2024-12-30,637,201664,61,21
73251,2024-12-30,638,235159,60,18
73252,2024-12-30,639,221116,60,24
73253,2024-12-30,640,221386,60,16
73254,2024-12-30,641,220502,60,7
73255,2024-12-30,642,215002,60,11
73256,2024-12-30,643,221994,60,18
73257,2024-12-30,644,216074,59,14
73258,2024-12-30,645,214247,59,11
73259,2024-12-30,646,223129,59,17
73260,2024-12-30,647,211951,58,9
73261,2024-12-30,648,221411,58,11
73262,2024-12-30,649,211864,58,18
73263,2024-12-30,650,260006,58,11
73264,2024-12-30,651,220491,58,21
73265,2024-12-30,652,259853,57,10
73266,2024-12-30,653,257874,57,11
73267,2024-12-30,654,220306,57,12
73268,2024-12-30,655,215459,57,12
73269,2024-12-30,656,216173,57,17
73270,2024-12-30,657,215163,56,16
73271,2024-12-30,658,215013,56,15
73272,2024-12-30,659,212034,56,17
73273,2024-12-30,660,266771,55,5
73274,2024-12-30,661,213714,55,6
73275,2024-12-30,662,216186,55,15
73276,2024-12-30,663,214212,55,16
73277,2024-12-30,664,215472,55,16
73278,2024-12-30,665,221468,55,17
73279,2024-12-30,666,222347,55,17
73280,2024-12-30,667,264192,54,6
73281,2024-12-30,668,214048,54,14
73282,2024-12-30,669,222703,54,16
73283,2024-12-30,670,210537,54,17
73284,2024-12-30,671,216158,54,19
73285,2024-12-30,672,214182,53,8
73286,2024-12-30,673,221229,53,14
73287,2024-12-30,674,223018,53,15
73288,2024-12-30,675,220740,53,17
73289,2024-12-30,676,261963,52,5
73290,2024-12-30,677,211208,52,16
73291,2024-12-30,678,223203,52,7
73292,2024-12-30,679,260171,52,14
73293,2024-12-30,680,259690,52,15
73294,2024-12-30,681,202424,51,12
73295,2024-12-30,682,202464,51,6
73296,2024-12-30,683,214660,51,11
73297,2024-12-30,684,261038,51,16
73298,2024-12-30,685,201431,51,13
64596,2024-11-18,685,221178,51,3
73299,2024-12-30,686,222602,51,13
73300,2024-12-30,687,239387,51,13
73301,2024-12-30,688,220286,51,14
73302,2024-12-30,689,260565,50,12
73303,2024-12-30,690,210645,50,13
73304,2024-12-30,691,260142,50,13
73305,2024-12-30,692,202453,49,10
73306,2024-12-30,693,260541,49,8
73307,2024-12-30,694,221259,49,12
73308,2024-12-30,695,211668,49,14
73309,2024-12-30,696,214277,48,7
73310,2024-12-30,697,246493,48,10
73311,2024-12-30,698,221996,48,7
73312,2024-12-30,699,261957,48,12
73313,2024-12-30,700,222986,48,12
73314,2024-12-30,701,220827,48,14
73315,2024-12-30,702,222390,47,17
73316,2024-12-30,703,214937,47,10
73317,2024-12-30,704,214060,47,16
73318,2024-12-30,705,223308,47,14
73319,2024-12-30,706,214728,47,4
73320,2024-12-30,707,221159,47,11
73321,2024-12-30,708,223141,47,12
73322,2024-12-30,709,259623,46,12
73323,2024-12-30,710,262886,46,4
73324,2024-12-30,711,260951,46,7
73325,2024-12-30,712,260763,46,9
73326,2024-12-30,713,241717,46,10
73327,2024-12-30,714,216078,46,11
73328,2024-12-30,715,220494,46,11
73329,2024-12-30,716,260647,46,14
73330,2024-12-30,717,206406,46,15
73331,2024-12-30,718,220493,46,16
63186,2024-11-11,719,220354,45,3
73332,2024-12-30,719,215293,46,16
73333,2024-12-30,720,216256,46,17
73334,2024-12-30,721,221062,45,13
73335,2024-12-30,722,248665,45,10
73336,2024-12-30,723,221914,45,10
73337,2024-12-30,724,219979,45,17
