,loser_name,l_ace,l_1stIn,l_df,l_1stWon,l_bpFaced,loser_rank,loser_id,year
164,Juan Ignacio Chela,3.230769230769231,46.96153846153846,2.8076923076923075,30.153846153846153,9.192307692307692,23.0,26,2005
165,Jiri Novak,4.0,46.96,2.2,29.12,8.92,23.0,27,2005
166,Olivier Rochus,1.32,46.48,2.92,29.64,8.6,24.0,27,2005
167,Max Mirnyi,11.041666666666666,55.666666666666664,3.7083333333333335,40.833333333333336,6.958333333333333,25.0,25,2005
168,Paradorn Srichaphan,4.862068965517241,47.793103448275865,3.586206896551724,31.93103448275862,8.275862068965518,27.0,31,2005
169,Greg Rusedski,7.476190476190476,47.04761904761905,5.0,33.80952380952381,6.9523809523809526,29.0,22,2005
170,Jarkko Nieminen,2.588235294117647,54.64705882352941,2.3529411764705883,33.588235294117645,10.294117647058824,30.0,17,2005
171,Robin Soderling,7.777777777777778,51.72222222222222,4.833333333333333,35.22222222222222,10.88888888888889,30.0,18,2005
172,Filippo Volandri,1.0740740740740742,45.25925925925926,3.925925925925926,26.814814814814813,8.703703703703704,31.0,28,2005
173,Tomas Berdych,5.535714285714286,44.0,3.0,29.607142857142858,8.071428571428571,33.0,29,2005
174,Jurgen Melzer,3.68,53.32,2.92,33.8,10.32,33.0,26,2005
175,Igor Andreev,4.0344827586206895,48.89655172413793,2.103448275862069,32.172413793103445,8.517241379310345,34.0,30,2005
176,Xavier Malisse,7.9,49.35,2.05,34.1,7.7,34.0,20,2005
177,Florian Mayer,2.64,40.72,2.16,25.16,8.16,35.0,25,2005
178,Mardy Fish,7.222222222222222,33.111111111111114,2.7777777777777777,22.555555555555557,6.777777777777778,35.0,9,2005
179,Rainer Schuettler,2.739130434782609,44.34782608695652,4.260869565217392,28.130434782608695,9.826086956521738,35.0,23,2005
180,Fernando Verdasco,5.37037037037037,53.25925925925926,3.5925925925925926,35.148148148148145,7.888888888888889,35.0,28,2005
181,Karol Beck,5.384615384615385,38.5,4.5,26.153846153846153,8.961538461538462,36.0,27,2005
182,Gael Monfils,6.428571428571429,41.285714285714285,3.142857142857143,28.071428571428573,8.214285714285714,36.0,14,2005
183,Victor Hanescu,4.05,54.45,1.45,35.45,9.4,37.0,23,2005
184,Luis Horna,6.875,54.541666666666664,3.4583333333333335,37.875,7.583333333333333,39.0,24,2005
185,Davide Sanguinetti,4.142857142857143,40.61904761904762,1.4285714285714286,26.714285714285715,8.571428571428571,42.0,21,2005
186,Jose Acasuso,7.72,43.92,3.36,30.72,8.52,43.0,26,2005
187,Paul Henri Mathieu,2.727272727272727,39.18181818181818,3.090909090909091,24.863636363636363,7.954545454545454,43.0,24,2005
188,Albert Costa,1.9230769230769231,57.07692307692308,2.230769230769231,34.76923076923077,9.384615384615385,46.0,13,2005
189,Christophe Rochus,1.6666666666666667,44.041666666666664,3.3333333333333335,27.041666666666668,8.916666666666666,46.0,26,2005
190,Cyril Saulnier,4.923076923076923,43.65384615384615,2.923076923076923,29.0,7.538461538461538,48.0,26,2005
191,Fabrice Santoro,2.736842105263158,47.31578947368421,1.4736842105263157,28.263157894736842,10.210526315789474,48.0,19,2005
192,Mariano Zabaleta,3.625,43.6875,3.875,28.5625,8.3125,49.0,16,2005
193,Ricardo Mello,2.3333333333333335,45.23809523809524,2.3333333333333335,27.0,9.19047619047619,50.0,21,2005
194,Alberto Martin,2.0,40.275862068965516,3.8620689655172415,25.20689655172414,9.206896551724139,50.0,29,2005
195,Kenneth Carlsen,5.0,44.92,3.36,31.48,8.6,50.0,25,2005
196,Michael Llodra,4.0,49.578947368421055,2.3157894736842106,32.1578947368421,8.368421052631579,50.0,19,2005
197,Florent Serra,3.75,52.375,2.625,34.0,7.875,51.0,8,2005
198,Tomas Zib,2.875,40.5,1.5833333333333333,25.833333333333332,7.708333333333333,51.0,27,2005
199,Stan Wawrinka,7.636363636363637,53.36363636363637,4.909090909090909,36.63636363636363,10.545454545454545,55.0,11,2005
200,Ivo Karlovic,17.636363636363637,55.68181818181818,5.2727272727272725,44.22727272727273,5.818181818181818,56.0,23,2005
201,Agustin Calleri,5.809523809523809,42.42857142857143,3.4761904761904763,28.523809523809526,7.571428571428571,56.0,21,2005
202,Wesley Moodie,9.333333333333334,48.0,4.0,34.333333333333336,5.666666666666667,57.0,3,2005
203,Sjeng Schalken,1.4444444444444444,50.666666666666664,1.4444444444444444,29.22222222222222,8.222222222222221,57.0,9,2005
204,Hyung Taik Lee,3.0,50.23529411764706,2.3529411764705883,32.8235294117647,9.294117647058824,58.0,18,2005
205,Gilles Muller,7.238095238095238,47.095238095238095,4.0476190476190474,31.428571428571427,9.761904761904763,59.0,23,2005
206,Juan Monaco,1.875,53.291666666666664,2.5,31.75,8.958333333333334,60.0,24,2005
207,Jan Hernych,1.7619047619047619,54.666666666666664,2.380952380952381,32.61904761904762,10.857142857142858,60.0,23,2005
208,Potito Starace,3.2777777777777777,55.77777777777778,2.1666666666666665,34.388888888888886,10.11111111111111,60.0,18,2005
209,Philipp Kohlschreiber,3.625,40.208333333333336,3.1666666666666665,26.5,7.541666666666667,61.0,24,2005
210,Julien Benneteau,2.5555555555555554,42.0,2.888888888888889,24.88888888888889,8.444444444444445,61.0,9,2005
211,Albert Montanes,4.0625,50.1875,2.875,32.875,8.9375,62.0,16,2005
212,Kevin Kim,5.84,49.72,2.84,34.12,8.68,63.0,25,2005
213,Wayne Arthurs,13.933333333333334,49.0,7.0,38.53333333333333,5.4,63.0,16,2005
214,Jonas Bjorkman,3.8666666666666667,44.266666666666666,4.2,28.333333333333332,9.333333333333334,64.0,15,2005
215,Paul Goldstein,1.7142857142857142,52.857142857142854,3.2857142857142856,32.57142857142857,10.571428571428571,65.0,7,2005
216,Thomas Enqvist,8.142857142857142,43.285714285714285,6.285714285714286,31.571428571428573,11.0,67.0,7,2005
217,Andreas Seppi,3.1818181818181817,39.90909090909091,3.4545454545454546,27.181818181818183,9.636363636363637,67.0,12,2005
218,Arnaud Clement,3.6666666666666665,47.333333333333336,2.3333333333333335,31.166666666666668,9.166666666666666,68.0,6,2005
219,Ivo Minar,5.0,40.0,3.5555555555555554,25.444444444444443,7.444444444444445,70.0,9,2005
220,Guillermo Garcia Lopez,2.652173913043478,51.17391304347826,4.086956521739131,31.47826086956522,8.478260869565217,70.0,23,2005
221,Andy Murray,8.0,50.0,2.0,36.0,13.0,70.0,1,2005
222,Santiago Ventura,2.4,30.7,2.3,17.4,8.9,71.0,10,2005
223,Robin Vik,4.166666666666667,46.0,3.6666666666666665,28.333333333333332,10.166666666666666,71.0,6,2005
224,Irakli Labadze,4.4,53.8,6.8,32.8,10.8,71.0,5,2005
225,Peter Wessels,6.444444444444445,53.111111111111114,2.5555555555555554,37.666666666666664,7.888888888888889,72.0,11,2005
226,David Sanchez,2.2857142857142856,44.142857142857146,1.7142857142857142,24.285714285714285,9.428571428571429,72.0,7,2005
227,Stefan Koubek,4.166666666666667,51.416666666666664,4.083333333333333,32.166666666666664,10.583333333333334,72.0,12,2005
228,Marcos Baghdatis,5.3,56.0,3.3,38.8,9.8,72.0,10,2005
229,Oscar Hernandez,1.7333333333333334,39.6,2.933333333333333,24.133333333333333,7.933333333333334,73.0,15,2005
230,Tomas Behrend,3.0,43.81818181818182,2.6363636363636362,26.90909090909091,9.363636363636363,74.0,11,2005
231,Dmitry Tursunov,8.0,44.0,5.0,33.5,9.0,74.0,2,2005
232,Razvan Sabau,2.1,41.1,4.9,23.2,9.2,74.0,10,2005
233,Felix Mantilla,2.6363636363636362,41.36363636363637,3.090909090909091,26.272727272727273,9.363636363636363,75.0,11,2005
234,Sargis Sargsian,2.875,40.625,3.625,23.75,8.875,75.0,8,2005
235,Nicolas Almagro,6.9411764705882355,55.588235294117645,3.764705882352941,37.76470588235294,8.941176470588236,76.0,17,2005
236,Antony Dupuis,9.666666666666666,67.0,5.333333333333333,46.333333333333336,13.666666666666666,76.0,3,2005
237,Alex Calatrava,5.583333333333333,52.916666666666664,2.25,36.5,9.083333333333334,77.0,12,2005
238,Nicolas Lapentti,4.818181818181818,47.27272727272727,2.1818181818181817,31.818181818181817,7.090909090909091,77.0,12,2005
239,Raemon Sluiter,6.714285714285714,31.571428571428573,5.0,21.571428571428573,8.142857142857142,79.0,7,2005
