,winner_name,w_ace,w_1stIn,w_df,w_1stWon,w_bpFaced,winner_rank,winner_id,year
145,Vincent Spadea,6.0,45.0,3.0,36.0,5.5,41.0,2,2005
146,Jose Acasuso,5.5,39.8125,2.0,31.125,3.8125,43.0,16,2005
147,Greg Rusedski,7.0,66.0,4.0,49.0,7.0,45.0,1,2005
148,Victor Hanescu,5.25,54.9375,1.0625,39.3125,5.75,45.0,17,2005
149,Davide Sanguinetti,5.8,43.9,2.1,33.1,6.3,46.0,10,2005
150,Florian Mayer,3.3636363636363638,47.45454545454545,1.2727272727272727,32.81818181818182,6.0,46.0,11,2005
151,Christophe Rochus,2.0,41.36363636363637,1.6363636363636365,28.454545454545453,7.363636363636363,46.0,11,2005
152,Mariano Zabaleta,4.875,38.5625,4.0625,27.875,6.5625,49.0,16,2005
153,Fabrice Santoro,2.0,43.0,1.5,28.5,5.5,49.0,2,2005
154,Albert Costa,2.111111111111111,57.333333333333336,1.7777777777777777,39.0,7.777777777777778,50.0,9,2005
155,Alberto Martin,2.4,34.05,2.45,24.6,5.25,50.0,20,2005
156,Luis Horna,7.111111111111111,58.0,3.4444444444444446,41.22222222222222,6.111111111111111,51.0,10,2005
157,Ricardo Mello,4.0,37.0,1.75,27.0,4.5,51.0,8,2005
158,Cyril Saulnier,9.0,36.0,2.0,29.0,1.0,52.0,1,2005
159,Jarkko Nieminen,2.4285714285714284,61.57142857142857,2.142857142857143,40.42857142857143,8.857142857142858,54.0,9,2005
160,Paul Henri Mathieu,2.5714285714285716,41.0,1.7142857142857142,29.285714285714285,5.714285714285714,54.0,9,2005
161,Tomas Zib,4.0,41.285714285714285,2.4285714285714284,29.428571428571427,5.714285714285714,57.0,7,2005
162,Hyung Taik Lee,2.3333333333333335,65.66666666666667,3.3333333333333335,42.333333333333336,9.333333333333334,58.0,3,2005
163,Agustin Calleri,6.866666666666666,41.46666666666667,2.2666666666666666,31.533333333333335,4.466666666666667,59.0,16,2005
164,Jan Hernych,2.3333333333333335,74.33333333333333,2.3333333333333335,51.0,9.333333333333334,60.0,3,2005
165,Stan Wawrinka,7.714285714285714,54.57142857142857,4.571428571428571,40.285714285714285,8.714285714285714,60.0,9,2005
166,Potito Starace,1.5,53.625,1.5,36.875,4.875,61.0,10,2005
167,Juan Monaco,1.7,46.3,1.5,31.9,4.7,62.0,10,2005
168,Albert Montanes,5.625,47.25,1.625,33.625,5.875,62.0,8,2005
169,Philipp Kohlschreiber,6.0,40.0,0.5,27.0,7.5,64.0,2,2005
170,Gilles Muller,5.5,32.75,3.25,26.75,3.5,64.0,4,2005
171,Kevin Kim,3.0,36.0,3.0,27.0,4.0,65.0,1,2005
172,Gael Monfils,4.0,37.0,2.6666666666666665,26.333333333333332,6.5,65.0,6,2005
173,Florent Serra,2.1666666666666665,43.166666666666664,1.3333333333333333,28.5,6.833333333333333,68.0,6,2005
174,Santiago Ventura,4.857142857142857,40.142857142857146,2.142857142857143,30.857142857142858,5.857142857142857,71.0,7,2005
175,Robby Ginepri,7.0,36.0,0.0,28.0,1.0,73.0,1,2005
176,Oscar Hernandez,2.0,46.4,3.0,30.8,6.6,73.0,5,2005
